Y,X,Z
179,-42,1
179,-41,1
178,-42,1
178,-42,1
178,-42,0
178,-41,1
178,-43,1
178,-43,0
178,-43,0
179,-43,0
-179,-42,0
179,-41,1
-179,-42,1
-178,-42,0
-178,-42,0
-178,-42,0
-178,-40,1
-178,-43,0
-178,-43,0
-178,-40,1
-179,-41,0
-177,-43,0
-179,-42,0
-178,-44,0
-177,-42,0
-177,-40,0
-178,-42,1
-178,-43,0
-178,-43,0
179,-42,2
-178,-40,1
-178,-41,1
-178,-41,1
-178,-41,2
-177,-42,1
-178,-42,1
-178,-42,2
-179,-41,3
-179,-41,2
-178,-42,1
179,-41,1
-179,-44,1
-179,-44,0
179,-42,1
179,-43,0
-179,-43,0
179,-42,1
179,-43,1
-179,-43,0
-179,-44,0
-179,-43,0
-179,-41,0
-179,-43,0
-179,-44,0
179,-43,1
179,-45,1
179,-43,1
179,-42,1
178,-43,1
178,-42,1
179,-44,1
179,-42,1
178,-43,1
179,-41,2
179,-42,1
-179,-42,0
178,-40,2
179,-39,0
179,-42,1
179,-42,1
178,-41,2
179,-41,1
-179,-43,1
179,-43,1
-179,-42,0
178,-41,1
179,-41,1
179,-42,1
178,-41,1
179,-42,1
177,-43,1
178,-40,2
177,-42,1
177,-40,1
178,-41,0
178,-37,0
177,-43,1
177,-41,1
178,-41,0
176,-43,1
178,-44,0
176,-40,0
177,-30,0
176,-37,0
177,-37,0
176,-37,1
175,-39,1
175,-40,1
176,-38,0
176,-41,1
177,-42,1
177,-43,0
179,-42,0
-176,-23,-4
-174,-23,-3
-173,-22,-3
-179,-41,0
179,-41,0
-173,-20,-5
179,-40,1
178,-41,0
179,-42,0
178,-41,0
179,-42,0
179,-42,1
179,-40,1
179,-39,1
-178,-36,0
-177,-32,0
-179,-41,2
-179,-41,3
179,-42,2
179,-40,2
179,-38,2
179,-39,3
179,-37,3
-179,-38,2
179,-38,2
179,-39,3
-179,-38,3
178,-36,3
177,-39,4
-179,-36,2
-179,-31,2
-179,-34,2
-179,-34,2
-179,-37,2
-179,-36,2
-177,-32,1
-178,-35,1
-168,-48,1
-177,-34,0
-166,-48,1
-177,-34,2
-176,-35,1
177,-38,5
-178,-31,0
-179,-36,2
-178,-36,1
-177,-33,1
179,-40,2
-178,-33,0
-179,-40,2
176,-39,4
178,-40,3
-177,-39,1
179,-39,3
-178,-38,1
-175,-38,0
-179,-38,2
-179,-39,2
-179,-40,2
-168,-46,1
-174,-29,-2
-174,-33,-3
-175,-34,-1
-178,-37,0
-175,-35,-1
-178,-39,0
-177,-39,0
-174,-38,-1
-175,-39,0
-176,-39,0
-174,-33,-2
-174,-35,-2
-174,-36,-3
-172,-35,1
-171,-39,-1
-176,-38,0
-176,-39,0
-176,-40,-1
-177,-40,-1
-177,-40,-2
-173,-34,-4
-175,-39,-1
-175,-40,-2
-175,-41,-2
-174,-41,-3
-175,-40,-3
-174,-40,-3
-176,-40,-3
-177,-41,-3
-177,-41,-3
-175,-40,-4
-174,-40,-3
-174,-40,-4
-174,-42,-4
-174,-41,-4
-174,-42,-4
-174,-42,-4
-174,-43,-4
-167,-36,-5
-170,-26,-7
-168,-36,-5
-175,-41,-4
-173,-43,-4
-174,-42,-4
-176,-42,-4
-175,-43,-4
-175,-43,-5
-175,-41,-5
-174,-40,-5
-174,-41,-4
-176,-42,-4
-173,-33,-4
-174,-40,-4
-174,-40,-4
-175,-41,-3
-175,-40,-3
-175,-40,-3
-173,-38,-4
-172,-38,-3
-175,-38,-2
-175,-40,-2
-175,-39,-3
-173,-37,-1
-169,-36,-4
-174,-37,-3
-175,-37,-4
-178,-39,-1
-177,-38,-1
-177,-39,-2
-174,-39,-3
-175,-39,-3
-176,-37,-2
-176,-38,-2
-174,-34,-4
-176,-33,-3
-174,-33,-5
-177,-31,-3
-176,-33,-3
178,-40,0
-179,-38,0
-177,-38,-1
-178,-38,-1
-178,-38,0
-178,-38,0
-178,-39,0
-177,-38,-1
-179,-38,0
-178,-37,-1
179,-36,0
179,-37,0
-179,-33,-2
179,-35,0
179,-37,0
179,-38,0
178,-36,0
-179,-37,0
179,-38,0
-179,-39,0
178,-38,0
-179,-38,0
178,-37,0
177,-38,1
176,-38,2
179,-37,0
-179,-36,0
178,-38,0
177,-38,1
179,-38,1
-179,-38,0
178,-38,1
179,-38,0
178,-38,1
179,-38,1
179,-38,1
179,-37,0
179,-37,0
179,-37,0
178,-37,0
179,-36,1
179,-38,0
179,-38,0
178,-38,1
178,-38,1
178,-38,1
178,-37,1
177,-38,1
179,-38,0
179,-37,0
178,-38,0
177,-37,0
179,-38,0
179,-38,0
179,-38,0
178,-38,0
179,-38,0
-179,-38,0
179,-37,0
179,-36,0
179,-37,0
178,-37,0
179,-37,0
179,-36,0
-179,-37,0
179,-35,0
-179,-39,0
-179,-37,0
179,-38,0
178,-38,0
178,-37,1
178,-38,0
178,-38,0
178,-37,0
178,-37,0
178,-37,0
178,-37,0
177,-37,0
177,-37,1
178,-37,0
178,-37,0
178,-37,0
178,-38,0
178,-37,0
179,-37,0
179,-37,0
-179,-37,0
179,-38,0
179,-36,0
178,-37,0
-179,-37,0
176,-37,1
177,-36,0
178,-36,0
179,-38,0
179,-38,0
177,-38,0
177,-38,0
175,-38,0
178,-37,0
179,-37,0
177,-39,0
177,-38,0
178,-37,1
177,-38,0
178,-34,0
178,-34,0
178,-35,0
178,-37,0
178,-38,0
178,-37,0
177,-38,0
178,-38,0
178,-37,0
177,-36,0
178,-36,0
178,-36,0
177,-35,0
177,-36,0
176,-35,0
176,-35,0
176,-34,0
175,-36,0
175,-33,0
176,-36,0
176,-33,0
175,-32,0
176,-31,0
177,-33,0
177,-33,0
176,-33,0
177,-34,0
177,-35,0
177,-34,0
178,-35,0
177,-34,0
177,-34,1
177,-35,1
177,-35,1
177,-35,1
177,-34,0
178,-34,1
176,-34,2
178,-34,2
177,-34,2
177,-35,2
176,-33,2
177,-32,2
177,-32,2
178,-30,3
178,-31,3
177,-31,3
177,-32,4
178,-33,3
176,48,-3
177,-33,3
177,-32,4
176,-25,3
176,-32,5
177,-32,4
176,-32,4
177,-33,4
176,-32,3
178,-32,2
179,-33,2
-179,-34,1
-179,-32,1
179,-31,1
179,-32,0
178,-32,0
178,-31,0
178,-32,0
178,-31,0
178,-32,0
178,-33,0
178,-33,0
177,-32,0
176,-34,2
176,-35,2
176,-26,0
175,-34,1
175,-32,1
176,-32,1
176,-33,2
175,-33,2
175,-32,3
174,-34,4
174,-21,1
173,-14,0
175,-33,2
175,-33,3
176,-33,2
177,-34,3
176,-31,2
177,-28,2
177,-25,2
178,-30,3
177,-28,2
177,-27,2
178,-29,3
177,-28,3
174,39,-6
173,37,-6
178,-25,1
177,-25,2
178,-25,1
178,-22,1
178,-23,1
179,-20,2
-179,-23,2
-179,-22,2
-175,-26,2
-173,-22,0
-171,-18,1
-172,-23,3
-170,-20,0
-171,-20,1
-172,-20,0
-172,-19,0
-172,-22,0
-173,-25,1
-174,-25,0
-172,-27,0
-174,-26,0
-174,-27,0
-175,-30,0
-176,-28,0
-172,-27,-1
-177,-29,0
-177,-30,0
-175,-30,0
0,0,0
-176,-32,-3
177,-34,0
179,-35,-1
178,-35,-2
-174,-27,-5
-177,-40,-3
-176,-39,-4
-178,-40,-3
-178,-42,-5
-179,-44,-5
-178,-42,-7
179,-41,-6
177,-42,-6
177,-46,-6
175,-46,-6
0,0,0
0,0,0
-177,-26,-5
173,-44,-7
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-178,-34,0
-179,-38,-1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
178,-77,1
179,-36,5
0,0,0
179,-31,2
0,0,0
-178,-33,3
0,0,0
179,-36,3
179,-36,3
179,-36,2
178,-32,5
-178,-27,6
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-178,-26,9
0,0,0
-173,-78,1
-170,-76,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
176,-65,1
0,0,0
0,0,0
-174,-42,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
163,-56,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-166,-49,-1
0,0,0
0,0,0
-170,-50,-1
0,0,0
-168,-50,0
0,0,0
-170,-49,-1
0,0,0
0,0,0
0,0,0
0,0,0
-170,-45,0
0,0,0
0,0,0
-169,-44,2
-164,-48,-7
-165,-46,-5
-165,-48,-6
161,-64,1
160,-65,1
0,0,0
0,0,0
164,-55,1
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-162,-53,-16
-163,-49,-17
-166,-48,-11
0,0,0
-165,-49,-12
-166,-49,-10
-162,-51,-14
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
