Y,X,Z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-166,33,169
0,0,0
176,20,-16
168,35,-21
-179,16,-14
-174,7,-12
170,32,-16
-162,-15,168
178,-23,3
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-175,-45,-14
-175,-40,-14
-173,-43,-13
-173,-40,-14
-171,-47,-13
-171,-45,-10
-173,-50,-10
0,0,0
-175,-48,-7
-179,-46,-4
167,-8,5
167,-14,4
169,-19,2
167,-10,2
0,0,0
174,-35,0
173,-37,0
176,-40,0
176,-38,0
175,-36,0
174,-37,1
176,-39,-1
177,-42,-1
174,-31,0
-179,-44,-3
-178,-47,-5
-179,-47,-4
-177,-47,-5
-177,-48,-6
-179,-48,-4
-177,-46,-5
-178,-48,-5
-178,-47,-5
-178,-48,-5
-178,-48,-5
-177,-48,-6
-178,-49,-5
-179,-47,-5
179,-47,-4
179,-46,-5
179,-46,-6
-179,-47,-6
-179,-44,-6
179,-45,-6
-177,-46,-7
-178,-45,-6
-178,-43,-6
-179,-42,-5
-177,-46,-6
