Y,X,Z
-143,-23,-15
-146,-23,-14
-145,-23,-14
-144,-24,-16
-143,-24,-15
-144,-25,-16
-144,-25,-17
-145,-24,-15
-147,-24,-16
-146,-23,-15
-146,-27,-15
-146,-25,-14
-148,-23,-13
-146,-26,-16
-151,-23,-14
-146,-22,-12
-148,-24,-12
-148,-21,-12
-147,-23,-12
-147,-26,-14
-147,-25,-13
-147,-26,-13
-144,-26,-14
-144,-26,-14
-144,-28,-15
-145,-27,-14
-143,-28,-15
-144,-29,-16
-144,-28,-15
-146,-30,-15
-146,-29,-15
-145,-29,-14
-144,-30,-17
-148,-31,-15
-147,-30,-16
-147,-32,-16
-147,-32,-16
-145,-32,-16
-147,-30,-14
-146,-32,-15
-147,-30,-14
-147,-32,-15
-146,-31,-15
-146,-31,-15
-146,-31,-15
-146,-31,-15
-145,-32,-15
-146,-31,-14
-147,-30,-13
-146,-32,-16
-151,-24,-11
-146,-31,-14
-145,-32,-15
-144,-32,-16
-145,-32,-16
-147,-28,-12
-145,-31,-15
-146,-33,-15
133,-35,-146
-144,-33,-15
135,-34,-147
-146,-32,-14
-146,-32,-16
-145,-32,-15
-146,-34,-15
-146,-33,-15
-146,-34,-16
-145,-33,-15
-145,-32,-15
-144,-33,-15
-147,-31,-13
-145,-32,-15
-145,-34,-15
-144,-35,-17
-144,-34,-15
-144,-35,-16
-146,-35,-16
-149,-31,-16
-149,-29,-13
-147,-33,-16
-146,-33,-15
-145,-34,-16
-145,-33,-15
-144,-34,-16
-144,-34,-16
-144,-34,-16
-146,-33,-15
-145,-33,-15
138,-33,-149
-147,-35,-15
-147,-34,-15
-147,-34,-15
-146,-33,-15
-146,-35,-17
137,-34,-149
-147,-36,-16
-150,-34,-14
-150,-33,-14
-150,-33,-14
-150,-33,-14
-148,-34,-16
-150,-30,-14
-152,-31,-13
-153,-29,-13
-154,-27,-14
-153,-24,-13
-152,-25,-15
-151,-22,-14
-152,-21,-14
-151,-21,-16
-148,-19,-16
-151,-20,-16
-150,-20,-16
-152,-20,-17
-150,-21,-18
-152,-22,-18
-151,-20,-17
-151,-19,-18
-149,-19,-18
-148,-19,-18
-148,-20,-19
-150,-17,-18
-150,-19,-18
-151,-18,-18
-151,-17,-16
-152,-17,-17
-151,-15,-17
-150,-13,-16
-152,-14,-17
-150,-10,-16
-151,-9,-16
-149,-8,-15
-149,-9,-17
-149,-9,-17
-150,-8,-16
-147,-9,-17
-148,-8,-16
-148,-5,-15
-149,-7,-16
-149,-7,-15
-149,-8,-16
-149,-4,-14
-148,-5,-14
-150,-4,-13
-150,-4,-13
-146,-9,-15
-147,-8,-15
-146,-8,-14
-147,-5,-13
-146,-8,-14
-147,-10,-14
-148,-9,-13
-149,-9,-13
-149,-9,-13
-152,-8,-11
-149,-7,-11
-149,-13,-14
-150,-11,-13
-151,-9,-11
-152,-8,-11
-150,-8,-11
-151,-9,-11
-147,-12,-14
-148,-8,-12
-146,-9,-13
-145,-8,-12
-143,-6,-11
-144,-6,-11
-145,-4,-10
-143,-5,-11
-140,-6,-13
-140,-4,-11
-141,-4,-12
-138,-3,-12
-140,1,-9
-139,-1,-11
-139,0,-10
-138,-1,-11
-140,2,-9
-141,2,-9
-139,1,-10
-143,4,-9
-140,1,-12
174,2,166
175,1,166
176,3,166
-137,6,-9
176,5,164
0,0,0
