Y,X,Z
-179,-44,-6
-178,-40,-7
-179,-41,-6
-179,-42,-7
-179,-38,-7
178,-36,-6
-179,-27,-7
-179,-37,-7
-179,-43,-7
-179,-41,-7
-178,-44,-7
-178,-44,-8
-179,-42,-7
-178,-45,-7
-179,-45,-7
-178,-44,-8
-179,-44,-7
-179,-45,-7
-179,-44,-7
-179,-43,-7
-179,-45,-6
179,-44,-7
-179,-44,-7
-179,-43,-7
179,-43,-7
179,-42,-7
-179,-42,-8
179,-42,-7
-179,-44,-7
-179,-44,-7
-179,-42,-7
-179,-42,-7
179,-44,-7
-178,-43,-8
179,-44,-6
-179,-42,-7
-179,-42,-7
-179,-43,-7
179,-43,-7
-179,-43,-7
-178,-42,-8
-179,-43,-8
-179,-44,-7
179,-44,-7
179,-43,-7
179,-42,-7
-179,-41,-8
179,-43,-8
179,-43,-7
-178,-44,-8
-179,-46,-7
-179,-45,-8
179,-42,-7
179,-44,-7
-177,-44,-8
179,-45,-7
179,-45,-7
-179,-46,-8
-178,-43,-7
-176,-41,-8
-178,-42,-6
174,-31,-2
178,-41,-6
177,-38,-5
179,-44,-6
179,-45,-6
179,-46,-6
179,-46,-5
179,-46,-6
-178,-45,-8
-179,-45,-7
178,-44,-7
178,-45,-7
-179,-45,-7
-179,-46,-6
-179,-47,-7
0,0,0
-178,-46,-8
-177,-46,-8
-176,-46,-9
-175,-46,-10
0,0,0
-176,-48,-9
-175,-47,-10
-176,-49,-9
-174,-50,-10
-174,-51,-11
-173,-49,-11
-173,-49,-10
-173,-50,-11
-172,-51,-12
-172,-52,-12
-172,-51,-13
-171,-50,-13
-173,-51,-12
-173,-51,-11
-172,-52,-12
-173,-51,-11
-174,-54,-11
-172,-52,-12
-174,-54,-10
-174,-56,-10
-177,-55,-9
-177,-57,-8
-176,-58,-9
-175,-55,-11
-176,-58,-10
-175,-58,-11
-175,-58,-10
-177,-60,-9
-175,-59,-9
-175,-57,-9
-176,-58,-8
-175,-58,-8
-176,-58,-7
-176,-57,-7
-175,-54,-8
-176,-53,-7
-176,-53,-7
-176,-50,-5
-179,-52,-3
-178,-50,-3
-179,-50,-2
-177,-38,-5
-178,-47,-3
-178,-48,-3
-179,-46,-2
-178,-48,-2
-179,-46,-1
-178,-48,-1
-178,-47,-1
-178,-46,-2
-178,-46,-1
-177,-45,-2
-178,-48,-2
-176,-50,-3
-178,-49,-1
