Z,X,Y
-67.9554,-20.8085,167.767
-68.1193,-20.7987,167.588
-68.2239,-20.7113,167.4
-68.1847,-20.6959,167.241
-68.1645,-20.7852,167.114
-68.2295,-20.7739,167.075
-68.3005,-20.6677,167.076
-68.3605,-20.7939,166.949
-68.2939,-21.1059,166.717
-68.1291,-21.3117,166.589
-68.1309,-21.3255,166.506
-68.1371,-21.321,166.384
-68.1435,-21.5237,166.145
-68.3077,-21.6655,165.94
-68.4775,-21.375,165.89
-68.5645,-21.1337,165.818
-68.7661,-21.3875,165.683
-69.0286,-21.4705,165.58
-69.0728,-21.1347,165.441
-69.0684,-21.2134,165.189
-69.27,-21.637,164.982
-69.3625,-21.5135,164.827
-69.2519,-21.2409,164.633
-69.298,-21.4406,164.391
-69.5122,-21.4628,164.217
-69.6976,-20.9485,164.22
-69.8731,-20.4888,164.295
-70.1383,-20.4161,164.246
-70.3902,-20.4361,164.074
-70.5359,-20.5108,163.95
-70.7027,-20.8998,163.908
-70.9364,-21.1961,163.874
-71.1832,-20.8657,163.836
-71.4257,-20.2834,163.738
-71.7582,-20.2715,163.593
-72.1194,-20.7421,163.395
-72.2412,-20.9299,163.157
-72.1969,-20.7882,162.965
-72.2517,-20.7489,162.835
-72.2281,-20.801,162.672
-72.1916,-20.9141,162.455
-72.3441,-20.9096,162.289
-72.48,-20.5899,162.245
-72.586,-20.4094,162.16
-72.8887,-20.6506,162.019
-73.1969,-20.8328,161.915
-73.2781,-20.6261,161.775
-73.2936,-20.5596,161.627
-73.3495,-20.9938,161.457
-73.4414,-21.5711,161.206
-73.6622,-21.8401,160.969
-73.8735,-21.6305,160.851
-74.0134,-21.3272,160.651
-74.2089,-21.2888,160.33
-74.4454,-21.4007,160.099
-74.6293,-21.3463,159.985
-74.6939,-20.9889,159.917
-74.7116,-20.5889,159.909
-74.8138,-20.3605,159.888
-75.0245,-20.3243,159.817
-75.2372,-20.5251,159.726
-75.3763,-20.8229,159.571
-75.4842,-20.7725,159.282
-75.5125,-20.434,159
-75.5781,-20.2975,158.881
-75.7339,-20.1339,158.853
-75.8108,-19.8045,158.84
-76.0321,-19.873,158.651
-76.5553,-20.1968,158.312
-76.9445,-19.9713,158.112
-77.0147,-19.4351,158.097
-77.2251,-19.3269,158.05
-77.5876,-19.5502,157.914
-77.7272,-19.7538,157.75
-77.8102,-20.0111,157.537
-78.0419,-20.2814,157.324
-78.1578,-20.2719,157.179
-78.1834,-20.1169,157.044
-78.3785,-20.0472,156.855
-78.5785,-19.97,156.715
-78.6962,-19.9721,156.664
-78.9941,-20.1775,156.647
-79.3726,-20.2684,156.576
-79.5419,-20.1596,156.436
-79.5958,-20.1215,156.32
-79.7,-20.103,156.184
-79.8693,-20.0511,156.063
-80.2567,-20.1281,155.947
-80.7693,-20.2652,155.868
-81.0572,-20.2009,155.726
-81.204,-20.1629,155.491
-81.3828,-20.2376,155.202
-81.4366,-20.3549,155.087
-81.4327,-20.4399,154.957
-81.5047,-20.4994,154.859
-81.6595,-20.2357,154.866
-81.7149,-19.6577,155.024
-81.9205,-19.2104,155.079
-82.4547,-19.0468,154.951
