Y,X,Z
-177,-30,5
-176,-26,5
-176,-34,5
-172,-2,3
-174,-26,3
-177,-33,5
-174,18,4
-178,-31,6
179,-39,6
-174,-26,3
-177,-35,4
-177,-38,2
-176,-38,1
-176,-27,0
-178,-43,3
-174,-29,0
-177,-27,0
-176,-36,0
-174,-41,-1
-174,-41,-1
-174,-35,0
-172,-42,-3
-173,-42,-2
-174,-39,-1
-171,-40,-3
-169,-40,-5
-171,-34,-4
-172,-43,-3
-170,-45,-5
-169,-41,-6
-170,-23,-6
-166,-28,-6
-167,-35,-7
-170,-38,-5
-167,-30,-8
-168,-32,-8
-169,-33,-6
-169,-36,-7
-170,-32,-6
-171,-37,-3
-172,-43,-2
-173,-42,0
-172,-33,-1
-174,-43,0
-174,-41,2
-173,-40,2
-176,-42,4
-177,-38,6
-177,-42,6
-178,-46,7
179,-49,7
178,-50,9
176,-50,10
179,-46,10
177,-47,11
-179,-48,10
-176,-46,9
-179,-46,10
178,-46,10
-179,-47,12
-178,-48,9
-179,-47,9
-178,-49,9
-178,-48,9
177,-55,10
-176,-47,6
-179,-53,7
-177,-52,3
