Z,X,Y
108.484,-44.3536,3.01171
108.489,-44.4621,3.02
108.486,-44.4692,2.99459
108.558,-44.428,3.04414
108.603,-44.4324,3.08897
108.577,-44.5045,3.04952
108.587,-44.5417,2.99473
108.627,-44.5496,2.96221
108.59,-44.6182,2.92802
108.421,-44.744,2.86597
108.27,-44.7993,2.85987
108.352,-44.7096,2.98076
108.549,-44.6554,3.10788
108.651,-44.7482,3.17811
108.656,-44.7998,3.17354
108.698,-44.7016,3.17757
108.806,-44.6658,3.23407
108.811,-44.7491,3.2112
108.753,-44.7697,3.1281
108.814,-44.7726,3.15863
108.97,-44.8739,3.35348
109.077,-44.9817,3.52986
108.971,-44.9048,3.51107
108.804,-44.808,3.43347
108.69,-44.8326,3.36287
108.638,-44.8887,3.29293
108.644,-44.9403,3.28576
108.611,-45.002,3.3029
108.483,-45.0625,3.25248
108.331,-45.0312,3.18774
108.324,-44.9751,3.21761
108.331,-45.0331,3.24179
108.323,-45.1231,3.23174
108.378,-45.1069,3.21963
108.482,-45.0778,3.25368
108.488,-45.1692,3.26095
108.323,-45.2698,3.14236
108.257,-45.3003,3.10602
108.217,-45.3266,3.0746
108.126,-45.3971,2.98757
108.012,-45.4878,2.83115
107.942,-45.554,2.68622
107.926,-45.6442,2.58429
107.901,-45.7992,2.51612
107.871,-45.9197,2.50339
107.812,-45.9788,2.46781
107.75,-45.9968,2.44203
107.677,-46.0435,2.45767
107.545,-46.1117,2.44216
107.307,-46.0629,2.35517
107.003,-45.9593,2.19906
106.821,-45.9571,2.0858
106.697,-45.9712,1.97949
106.49,-45.9233,1.80816
106.287,-45.9349,1.69205
105.906,-46.1457,1.48246
105.246,-46.6717,1.0406
104.777,-47.3876,0.665328
104.863,-47.8046,0.681545
105.262,-47.8802,1.07439
105.734,-48.1288,1.84586
106.281,-48.6863,2.99545
106.993,-49.1758,4.44006
107.637,-49.4901,5.86491
108.232,-50.0046,7.21621
109.199,-50.9862,8.74091
110.462,-52.0861,10.4508
111.19,-52.9641,11.969
110.845,-54.1672,12.9833
110.082,-56.2105,13.8574
109.389,-58.3625,14.7276
108.37,-59.9007,15.2965
106.539,-61.4774,15.2787
104.128,-63.8892,14.6869
101.547,-66.6398,13.9447
99.1762,-68.8359,13.58
97.1067,-70.1569,13.3406
94.8097,-70.9459,12.1986
91.5318,-71.636,9.64278
86.5281,-72.6761,5.60295
79.7437,-74.0411,-0.0638925
72.3752,-75.1948,-6.7869
65.2999,-76.0872,-13.6875
57.0889,-77.2441,-21.6497
45.868,-78.2734,-32.8349
35.7311,-78.0591,-43.4389
31.804,-77.1527,-47.7932
32.1444,-76.7805,-47.4509
32.8275,-76.9288,-46.594
31.6003,-76.9608,-47.6945
28.9089,-77.0922,-49.9652
24.4165,-77.5764,-53.7341
19.1971,-77.8819,-58.4376
16.1535,-77.8031,-61.1998
15.2608,-77.7087,-61.8344
15.0976,-77.6328,-61.7505
16.0622,-77.467,-60.4875
17.5582,-77.4547,-58.6339
18.6205,-77.7902,-57.3637
20.2544,-78.2791,-55.7705
23.3009,-78.6891,-52.7343
26.1605,-79.1955,-49.8088
26.6448,-79.8657,-49.6273
25.7166,-80.5094,-51.5049
27.2087,-80.9395,-51.0772
31.0852,-81.1298,-47.6433
32.9796,-81.4018,-45.7183
30.4937,-81.7838,-48.4031
26.2019,-82.1202,-53.3251
23.2301,-82.4086,-56.9301
20.2487,-82.5548,-60.2511
15.5989,-82.4363,-65.1415
11.0428,-82.133,-70.1497
9.99313,-81.8802,-71.7892
12.4749,-81.5513,-69.7156
14.7572,-80.8091,-67.6925
14.3645,-79.991,-68.3199
12.1474,-79.7454,-70.6811
11.9571,-80.0363,-70.974
18.0876,-80.4715,-64.8564
28.7985,-80.8871,-54.0458
38.769,-81.2697,-44.2555
46.3938,-81.6272,-37.3057
50.9836,-82.075,-33.5777
51.3878,-83.0326,-34.3739
53.0776,-84.5865,-34.5301
68.3211,-85.8052,-21.138
87.3941,-85.5027,-3.21034
90.1206,-84.6618,-0.857452
82.6497,-84.2154,-8.51018
70.0878,-84.0295,-21.2811
54.7777,-83.9222,-36.7257
36.9227,-83.6534,-54.7929
22.2027,-82.5983,-69.8724
14.475,-80.6786,-77.7504
10.2553,-78.1276,-81.623
10.2553,-78.1276,-81.623
