Z,X,Y
-142.615,-60.3447,133.248
-142.915,-60.1047,133.278
-143.033,-59.9835,133.432
-142.875,-59.9785,133.696
-143.211,-60.093,133.465
-144.048,-60.1852,132.914
-145.133,-59.9816,132.448
-146.366,-59.6541,132.473
-146.38,-59.7571,134.08
-144.808,-60.6177,136.813
-143.994,-62.152,138.082
-144.905,-64.2083,137.441
-145.364,-65.929,137.12
-143.565,-66.6254,138.757
-141.086,-66.7026,140.83
-140.367,-67.0433,140.889
-141.585,-67.6378,138.773
-143.123,-68.21,136.162
-144.493,-68.9131,133.921
-145.979,-69.4364,131.769
-148.001,-69.319,129.022
-150.88,-69.0603,125.452
-153.349,-68.9769,122.745
-153.902,-68.6342,122.444
-153.827,-68.0192,122.709
-154.722,-67.6263,121.521
-156.151,-67.3112,119.743
-156.828,-66.989,119.26
-156.274,-66.9212,120.364
-155.269,-67.1403,121.752
-154.561,-67.6444,122.52
-153.937,-68.5143,122.813
-153.102,-69.6348,123.19
-151.868,-70.4756,124.348
-150.186,-70.6694,126.105
-149.412,-70.7158,126.662
-150.279,-70.9668,125.514
-151.793,-71.1791,124.091
-152.099,-70.8861,124.128
-151.942,-69.9634,124.656
-153.713,-68.8331,123.307
-156.918,-67.8603,120.29
-160.21,-67.3453,116.933
-162.448,-67.1406,114.859
-162.286,-66.6791,115.514
-160.684,-66.0138,117.504
-160.712,-65.9038,117.746
-163.005,-66.5109,115.748
-165.384,-67.2381,113.58
-166.293,-67.5862,113.242
-165.485,-67.4226,115.091
-163.662,-67.0453,117.628
-163.152,-66.905,118.115
-164.869,-67.2038,116.212
-167.058,-67.5442,114.271
-167.651,-67.6695,114.344
-167.221,-67.6096,115.346
-168.093,-67.642,114.9
-170.536,-67.9055,112.947
-172.167,-68.116,111.793
-171.831,-68.1167,112.353
-171.419,-68.0759,112.751
-171.688,-68.1359,112.388
-171.767,-68.3104,112.194
-171.775,-68.5243,112.029
-171.847,-68.7205,111.672
-171.952,-68.8936,111.186
-172.543,-69.1097,110.248
-173.664,-69.3458,108.97
