Z,X,Y
112.588,-77.8422,38.0914
96.6188,-72.5449,23.4199
96.3573,-69.5543,21.4106
101.209,-67.6098,21.9548
102.733,-65.6809,19.3466
97.5995,-64.3987,12.3409
90.4351,-63.3577,4.08055
86.8641,-61.3265,-1.31372
85.3254,-58.1861,-4.4117
83.2801,-55.158,-7.55129
82.0243,-53.5503,-10.3224
81.9041,-52.8505,-11.9005
81.8631,-51.3942,-12.3578
81.9778,-49.1442,-12.1252
82.7591,-47.1608,-11.3377
84.1581,-45.7213,-10.2286
86.0865,-44.6453,-8.82144
88.3949,-43.9255,-6.93008
90.5169,-43.2088,-4.62082
92.387,-42.7964,-2.25294
94.5455,-43.1184,0.348346
96.7483,-43.2861,3.78266
98.0583,-43.2349,7.36957
98.6816,-43.197,9.6512
98.689,-42.5979,10.4619
98.7256,-41.6429,11.4767
99.3477,-40.7423,13.3008
99.8646,-39.6674,15.3473
100.275,-39.0315,17.3569
101.443,-39.6682,19.2704
102.794,-40.2633,21.2477
103.656,-39.9436,23.1421
104.686,-39.433,24.5344
105.675,-39.0574,25.1636
106.075,-38.9293,25.5443
106.701,-39.2253,26.2285
107.97,-39.6312,26.792
108.945,-39.7391,25.8711
109.082,-39.2132,23.6521
108.883,-38.4267,21.4566
109.228,-38.5859,20.0155
110.95,-39.4144,19.3422
113.062,-39.9066,18.6609
113.82,-40.4356,17.8112
113.756,-41.3968,17.4295
114.158,-42.3412,17.8002
114.811,-42.9237,18.6725
115.497,-43.242,19.6017
116.005,-43.623,20.6611
116.179,-44.1922,22.5368
116.677,-44.5968,24.7509
117.808,-45.1127,26.4302
119.308,-46.0852,27.6956
120.545,-47.0387,28.0924
120.97,-47.7439,26.3746
121.025,-48.485,23.6524
121.183,-49.5481,21.4853
121.143,-50.6259,19.7207
120.984,-51.5185,17.7115
121.636,-52.3216,15.9384
122.624,-53.2655,14.8499
122.958,-54.4624,13.8607
122.886,-55.2658,12.8607
123.397,-55.416,12.6287
124.778,-55.6344,13.374
126.611,-56.3411,14.7949
128.121,-57.0177,16.1116
129.038,-57.386,16.9578
130.473,-57.9195,18.241
132.719,-58.8664,20.0776
134.958,-59.8543,21.8742
136.472,-60.1744,23.3569
137.409,-60.0155,24.7715
138.86,-60.2432,26.9372
141.091,-60.8903,29.8312
143.33,-61.4135,32.3539
144.858,-61.4551,33.9063
146.358,-61.4615,35.5695
148.155,-61.8995,37.5796
149.61,-62.3286,39.0824
150.158,-62.4685,39.4461
150.662,-62.5676,39.4419
152.42,-63.1637,40.86
155.494,-64.5151,43.956
157.953,-65.9268,46.4085
158.747,-66.6252,46.9549
159.888,-66.6481,47.5177
162.192,-66.5154,48.9457
163.844,-66.5245,49.9943
164.63,-66.7907,50.6951
167.413,-67.4497,52.9468
172.961,-68.138,56.8773
177.316,-68.5913,59.7291
179.347,-69.2011,61.2783
-177.392,-69.9905,63.8696
-173.253,-70.5482,66.517
-170.051,-71.1258,68.4419
-164.476,-72.1257,73.3545
-155.101,-73.1364,82.1071
-147.261,-73.7217,88.9626
-142.747,-73.9168,92.4528
-136.336,-73.783,98.3791
-125.782,-73.1865,108.644
-116.069,-72.5559,117.321
-110.309,-72.6725,121.503
-104.916,-72.5096,125.672
-96.9471,-70.7599,132.613
-89.3577,-68.9546,138.75
-84.111,-68.9469,142.357
-80.0309,-69.4216,145.262
-75.9829,-68.3863,148.489
-72.3128,-66.5035,150.939
-68.5552,-65.656,153.085
-64.2318,-65.1653,156.164
-60.2681,-63.1746,159.348
-56.8979,-60.5692,161.577
-53.1076,-59.2865,163.806
-49.1996,-58.6803,166.198
-46.3773,-56.8219,168.006
-44.922,-53.7117,168.687
-43.9637,-51.1258,168.935
-42.9902,-49.67,169.286
-41.7431,-48.4034,169.753
-40.4247,-46.6496,170.411
-39.5418,-44.5866,171.055
-38.8046,-42.8961,171.754
