1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-64.6,65.121,56.055,-33.213,-58.38,1.1268,-1.9059,-99.013,33.372,-4.83E-07,5.43E-06,-7.97E-06,30.886,-24.854,13.942,13.833,-124.11,-56.209,-1.77E-05,5.38E-06,6.48E-07,4.6634,36.039,-30.899
-64.644,64.91,55.941,-33.315,-58.521,0.95463,-1.9086,-98.99,33.38,-4.83E-07,5.43E-06,-7.97E-06,31.052,-24.764,13.867,13.905,-124.15,-56.322,-1.77E-05,5.38E-06,6.48E-07,4.7042,35.823,-31.194
-64.904,64.958,56.051,-33.362,-59.105,0.73084,-1.8521,-98.981,32.64,-4.83E-07,5.43E-06,-7.97E-06,30.888,-24.576,13.555,13.909,-124.15,-56.168,-1.77E-05,5.38E-06,6.48E-07,4.9107,35.871,-30.884
-65.317,65.218,56.346,-33.27,-59.701,0.75051,-1.7849,-98.999,31.679,-4.83E-07,5.43E-06,-7.97E-06,30.497,-24.395,13.143,13.86,-124.15,-55.817,-1.77E-05,5.38E-06,6.48E-07,5.2461,36.435,-30.144
-65.451,65.239,56.49,-32.982,-59.21,1.4155,-1.8592,-99.061,32.188,-4.83E-07,5.43E-06,-7.97E-06,30.495,-24.62,13.158,13.891,-124.14,-55.85,-1.77E-05,5.38E-06,6.48E-07,5.5515,37.335,-30.013
-65.459,65.145,56.501,-32.788,-58.586,1.9975,-1.9444,-99.115,32.902,-4.83E-07,5.43E-06,-7.97E-06,30.678,-24.733,13.166,13.941,-124.18,-55.905,-1.77E-05,5.38E-06,6.48E-07,5.79,38.294,-30.197
-65.413,64.997,56.416,-32.763,-58.203,2.2931,-1.9868,-99.15,33.24,-4.83E-07,5.43E-06,-7.97E-06,30.957,-24.688,13.091,13.981,-124.29,-55.856,-1.77E-05,5.38E-06,6.48E-07,5.9574,39.208,-30.46
-65.44,64.858,56.403,-32.527,-57.975,2.9368,-1.9919,-99.203,32.873,-4.83E-07,5.43E-06,-7.97E-06,31.233,-25.416,13.441,14.007,-124.46,-55.774,-1.77E-05,5.38E-06,6.48E-07,6.1761,40.593,-29.999
-65.408,64.813,56.501,-32.473,-57.851,3.2488,-1.9896,-99.31,32.433,-4.83E-07,5.43E-06,-7.97E-06,31.484,-25.889,13.709,13.991,-124.62,-55.656,-1.77E-05,5.38E-06,6.48E-07,6.2735,41.231,-29.845
-65.23,64.903,56.69,-32.877,-57.784,2.7508,-2.0068,-99.479,32.471,-4.83E-07,5.43E-06,-7.97E-06,31.696,-25.306,13.474,13.929,-124.7,-55.518,-1.77E-05,5.38E-06,6.48E-07,6.1416,40.341,-30.734
-65.197,64.92,56.638,-33.123,-57.894,2.4504,-2.0424,-99.594,32.699,-4.83E-07,5.43E-06,-7.97E-06,31.686,-24.834,13.256,13.974,-124.73,-55.482,-1.77E-05,5.38E-06,6.48E-07,5.9693,40.118,-31.186
-65.256,64.848,56.427,-33.142,-58.014,2.4993,-2.0778,-99.645,32.904,-4.83E-07,5.43E-06,-7.97E-06,31.608,-24.708,13.187,14.078,-124.76,-55.495,-1.77E-05,5.38E-06,6.48E-07,5.9061,40.744,-31.113
-65.162,64.782,56.438,-33.131,-57.796,2.6584,-2.0641,-99.677,32.702,-4.83E-07,5.43E-06,-7.97E-06,31.865,-24.808,13.262,14.044,-124.89,-55.353,-1.77E-05,5.38E-06,6.48E-07,6.133,41.365,-31.1
-64.883,64.623,56.422,-33.07,-57.146,3.0427,-2.0697,-99.721,32.657,-4.83E-07,5.43E-06,-7.97E-06,32.331,-25.145,13.553,14.032,-125.08,-55.278,-1.77E-05,5.38E-06,6.48E-07,6.4831,42.373,-31.233
-64.52,64.423,56.358,-32.972,-56.263,3.5768,-2.0929,-99.774,32.738,-4.83E-07,5.43E-06,-7.97E-06,32.864,-25.622,13.964,14.065,-125.28,-55.289,-1.77E-05,5.38E-06,6.48E-07,6.8587,43.638,-31.499
-64.396,64.387,56.355,-32.888,-55.795,4.0209,-2.0605,-99.773,32.32,-4.83E-07,5.43E-06,-7.97E-06,33.172,-26.011,14.174,14.077,-125.4,-55.259,-1.77E-05,5.38E-06,6.48E-07,7.2019,44.665,-31.64
-64.407,64.362,56.305,-32.818,-55.52,4.4264,-2.0555,-99.794,32.078,-4.83E-07,5.43E-06,-7.97E-06,33.332,-26.25,14.244,14.118,-125.47,-55.25,-1.77E-05,5.38E-06,6.48E-07,7.4014,45.326,-31.796
-64.431,64.236,56.143,-32.755,-55.204,4.8356,-2.1327,-99.893,32.463,-4.83E-07,5.43E-06,-7.97E-06,33.443,-26.328,14.259,14.221,-125.54,-55.308,-1.77E-05,5.38E-06,6.48E-07,7.3992,45.6,-32.086
-64.373,64.224,56.095,-32.772,-54.835,5.1363,-2.1046,-99.97,32.028,-4.83E-07,5.43E-06,-7.97E-06,33.621,-26.407,14.307,14.253,-125.63,-55.276,-1.77E-05,5.38E-06,6.48E-07,7.3911,45.854,-32.435
-64.346,64.29,56.113,-32.831,-54.6,5.3115,-2.056,-100.04,31.437,-4.83E-07,5.43E-06,-7.97E-06,33.782,-26.44,14.326,14.277,-125.73,-55.216,-1.77E-05,5.38E-06,6.48E-07,7.3786,46.11,-32.749
-64.584,64.347,56.079,-32.859,-54.846,5.3505,-2.1771,-100.16,32.132,-4.83E-07,5.43E-06,-7.97E-06,33.743,-26.294,14.159,14.437,-125.77,-55.266,-1.77E-05,5.38E-06,6.48E-07,7.3073,46.303,-32.897
-64.718,64.326,55.962,-32.863,-55.032,5.4004,-2.2622,-100.27,32.525,-4.83E-07,5.43E-06,-7.97E-06,33.738,-26.299,14.128,14.549,-125.86,-55.267,-1.77E-05,5.38E-06,6.48E-07,7.3133,46.445,-32.905
-64.715,64.254,55.798,-32.778,-54.983,5.6467,-2.2865,-100.35,32.446,-4.83E-07,5.43E-06,-7.97E-06,33.794,-26.565,14.306,14.578,-125.98,-55.218,-1.77E-05,5.38E-06,6.48E-07,7.4276,46.792,-32.742
-64.71,64.243,55.693,-32.434,-54.625,6.4641,-2.3226,-100.35,32.439,-4.83E-07,5.43E-06,-7.97E-06,33.822,-27.194,14.687,14.558,-126.04,-55.209,-1.77E-05,5.38E-06,6.48E-07,7.6404,47.999,-32.267
-64.724,64.311,55.666,-32.254,-54.337,6.9303,-2.3309,-100.35,32.368,-4.83E-07,5.43E-06,-7.97E-06,33.831,-27.486,14.923,14.502,-126.05,-55.177,-1.77E-05,5.38E-06,6.48E-07,7.7525,48.746,-32.219
-64.765,64.441,55.699,-32.508,-54.369,6.4822,-2.2895,-100.38,32.148,-4.83E-07,5.43E-06,-7.97E-06,33.836,-27.023,14.798,14.413,-126.05,-55.07,-1.77E-05,5.38E-06,6.48E-07,7.6878,48.192,-33.003
-64.817,64.347,55.473,-32.444,-54.277,6.6435,-2.2842,-100.41,31.972,-4.83E-07,5.43E-06,-7.97E-06,33.841,-27.086,14.875,14.262,-126.1,-54.842,-1.77E-05,5.38E-06,6.48E-07,7.9102,48.435,-33.178
-64.879,64.208,55.209,-32.245,-54.149,7.1289,-2.3141,-100.43,31.967,-4.83E-07,5.43E-06,-7.97E-06,33.904,-27.422,15.025,14.058,-126.18,-54.575,-1.77E-05,5.38E-06,6.48E-07,8.2029,48.955,-33.082
-64.956,64.257,55.195,-32.172,-54.112,7.513,-2.3716,-100.43,32.267,-4.83E-07,5.43E-06,-7.97E-06,34.091,-27.656,15.067,13.818,-126.2,-54.371,-1.77E-05,5.38E-06,6.48E-07,8.2994,49.014,-33.188
-64.99,64.377,55.229,-32.036,-53.852,7.9956,-2.4164,-100.43,32.478,-4.83E-07,5.43E-06,-7.97E-06,34.227,-27.833,15.18,13.595,-126.24,-54.156,-1.77E-05,5.38E-06,6.48E-07,8.3974,49.2,-33.342
-64.995,64.585,55.334,-31.825,-53.408,8.5798,-2.4502,-100.43,32.576,-4.83E-07,5.43E-06,-7.97E-06,34.272,-27.976,15.384,13.421,-126.29,-53.962,-1.77E-05,5.38E-06,6.48E-07,8.5035,49.612,-33.537
-65.028,64.982,55.657,-31.61,-53.022,9.2053,-2.5023,-100.44,32.734,-4.83E-07,5.43E-06,-7.97E-06,34.24,-28.134,15.631,13.332,-126.31,-53.898,-1.77E-05,5.38E-06,6.48E-07,8.5421,50.168,-33.816
-65.061,65.346,55.951,-31.397,-52.665,9.7427,-2.5467,-100.46,32.861,-4.83E-07,5.43E-06,-7.97E-06,34.258,-28.321,15.866,13.229,-126.36,-53.784,-1.77E-05,5.38E-06,6.48E-07,8.5612,50.694,-34.095
-65.08,65.535,56.051,-31.179,-52.339,10.144,-2.5713,-100.48,32.903,-4.83E-07,5.43E-06,-7.97E-06,34.403,-28.569,16.081,13.059,-126.48,-53.532,-1.77E-05,5.38E-06,6.48E-07,8.6194,51.1,-34.293
-65.138,65.558,55.946,-30.886,-52.218,10.72,-2.6196,-100.55,32.86,-4.83E-07,5.43E-06,-7.97E-06,34.549,-29.103,16.577,12.981,-126.65,-53.429,-1.77E-05,5.38E-06,6.48E-07,8.9233,51.672,-34.164
-65.183,65.613,55.874,-30.541,-52.1,11.475,-2.6795,-100.62,32.792,-4.83E-07,5.43E-06,-7.97E-06,34.701,-29.731,17.129,12.891,-126.82,-53.341,-1.77E-05,5.38E-06,6.48E-07,9.3392,52.382,-33.967
-65.167,65.874,56.051,-30.17,-51.812,12.375,-2.7369,-100.67,32.754,-4.83E-07,5.43E-06,-7.97E-06,34.863,-30.273,17.531,12.704,-126.92,-53.159,-1.77E-05,5.38E-06,6.48E-07,9.7278,53.177,-33.948
-65.176,66.144,56.218,-29.944,-51.638,13.002,-2.7563,-100.67,32.634,-4.83E-07,5.43E-06,-7.97E-06,34.937,-30.651,17.834,12.57,-126.94,-53.09,-1.77E-05,5.38E-06,6.48E-07,9.8734,53.674,-34.139
-65.178,66.446,56.423,-29.813,-51.545,13.405,-2.7528,-100.65,32.489,-4.83E-07,5.43E-06,-7.97E-06,34.962,-30.954,18.127,12.492,-126.93,-53.124,-1.77E-05,5.38E-06,6.48E-07,9.859,53.914,-34.451
-65.06,66.919,56.894,-29.574,-51.334,13.91,-2.7765,-100.65,32.478,-4.83E-07,5.43E-06,-7.97E-06,35.064,-31.413,18.571,12.393,-126.96,-53.132,-1.77E-05,5.38E-06,6.48E-07,9.9425,54.191,-34.698
-64.989,67.235,57.192,-29.236,-51.135,14.512,-2.8328,-100.68,32.588,-4.83E-07,5.43E-06,-7.97E-06,35.156,-32.045,19.09,12.292,-127.02,-53.11,-1.77E-05,5.38E-06,6.48E-07,10.231,54.629,-34.733
-65.029,67.318,57.197,-28.832,-50.988,15.211,-2.9166,-100.74,32.768,-4.83E-07,5.43E-06,-7.97E-06,35.2,-32.791,19.633,12.191,-127.11,-53.052,-1.77E-05,5.38E-06,6.48E-07,10.695,55.268,-34.569
-65.026,67.712,57.537,-28.547,-50.734,15.915,-2.9689,-100.81,32.759,-4.83E-07,5.43E-06,-7.97E-06,35.231,-33.181,20.136,12.088,-127.22,-52.961,-1.77E-05,5.38E-06,6.48E-07,10.84,55.864,-34.719
-65.018,68.161,57.942,-28.317,-50.552,16.629,-3.0121,-100.86,32.697,-4.83E-07,5.43E-06,-7.97E-06,35.301,-33.534,20.603,11.968,-127.31,-52.883,-1.77E-05,5.38E-06,6.48E-07,10.892,56.362,-35
-65.031,68.478,58.217,-28.094,-50.54,17.346,-3.0616,-100.91,32.666,-4.83E-07,5.43E-06,-7.97E-06,35.428,-34.062,21.038,11.837,-127.36,-52.848,-1.77E-05,5.38E-06,6.48E-07,11.012,56.746,-35.276
-65.03,68.74,58.433,-27.845,-50.436,18.045,-3.1007,-101,32.476,-4.83E-07,5.43E-06,-7.97E-06,35.498,-34.555,21.451,11.786,-127.46,-52.803,-1.77E-05,5.38E-06,6.48E-07,11.148,57.228,-35.575
-65.024,68.946,58.584,-27.619,-50.268,18.628,-3.1306,-101.11,32.227,-4.83E-07,5.43E-06,-7.97E-06,35.501,-34.905,21.793,11.814,-127.58,-52.764,-1.77E-05,5.38E-06,6.48E-07,11.295,57.719,-35.852
-65.047,69.076,58.649,-27.53,-50.217,18.931,-3.1643,-101.19,32.221,-4.83E-07,5.43E-06,-7.97E-06,35.47,-34.998,21.961,11.875,-127.65,-52.797,-1.77E-05,5.38E-06,6.48E-07,11.473,57.951,-36.005
-65.041,69.163,58.663,-27.498,-50.181,19.11,-3.1399,-101.26,31.839,-4.83E-07,5.43E-06,-7.97E-06,35.458,-34.984,22.095,11.929,-127.75,-52.783,-1.77E-05,5.38E-06,6.48E-07,11.529,58.038,-36.244
-64.993,69.263,58.683,-27.429,-50.15,19.355,-3.0798,-101.33,31.145,-4.83E-07,5.43E-06,-7.97E-06,35.458,-35.05,22.279,11.938,-127.87,-52.712,-1.77E-05,5.38E-06,6.48E-07,11.489,58.136,-36.558
-64.919,69.507,58.829,-27.13,-50.228,20.033,-3.1351,-101.38,31.072,-4.83E-07,5.43E-06,-7.97E-06,35.365,-35.598,22.607,11.853,-127.86,-52.675,-1.77E-05,5.38E-06,6.48E-07,11.626,58.624,-36.645
-64.851,69.837,59.051,-26.65,-50.213,21.122,-3.2436,-101.38,31.332,-4.83E-07,5.43E-06,-7.97E-06,35.277,-36.373,23.015,11.745,-127.8,-52.715,-1.77E-05,5.38E-06,6.48E-07,11.852,59.322,-36.717
-64.81,70.193,59.301,-26.08,-50.002,22.451,-3.3442,-101.35,31.616,-4.83E-07,5.43E-06,-7.97E-06,35.265,-37.141,23.435,11.654,-127.73,-52.813,-1.77E-05,5.38E-06,6.48E-07,12.071,60.04,-36.922
-64.762,70.47,59.522,-25.656,-49.769,23.398,-3.3738,-101.36,31.444,-4.83E-07,5.43E-06,-7.97E-06,35.333,-37.715,23.76,11.491,-127.74,-52.701,-1.77E-05,5.38E-06,6.48E-07,12.151,60.554,-37.207
-64.737,70.674,59.714,-25.448,-49.593,23.799,-3.3506,-101.41,31.003,-4.83E-07,5.43E-06,-7.97E-06,35.394,-38.028,23.966,11.341,-127.77,-52.524,-1.77E-05,5.38E-06,6.48E-07,12.068,60.75,-37.555
-64.799,70.855,59.904,-25.479,-49.559,23.593,-3.3316,-101.44,30.811,-4.83E-07,5.43E-06,-7.97E-06,35.28,-38.043,24.039,11.389,-127.73,-52.645,-1.77E-05,5.38E-06,6.48E-07,11.819,60.524,-37.956
-64.801,71.117,60.125,-25.53,-49.574,23.448,-3.3337,-101.5,30.729,-4.83E-07,5.43E-06,-7.97E-06,35.205,-38.131,24.222,11.318,-127.71,-52.667,-1.77E-05,5.38E-06,6.48E-07,11.576,60.265,-38.339
-64.73,71.459,60.37,-25.415,-49.472,23.715,-3.372,-101.57,30.719,-4.83E-07,5.43E-06,-7.97E-06,35.22,-38.417,24.543,11.097,-127.73,-52.503,-1.77E-05,5.38E-06,6.48E-07,11.418,60.279,-38.639
-64.646,71.823,60.608,-24.805,-48.904,24.844,-3.4724,-101.69,30.759,-4.83E-07,5.43E-06,-7.97E-06,35.34,-38.966,24.925,10.791,-127.85,-52.104,-1.77E-05,5.38E-06,6.48E-07,11.383,61.068,-38.755
-64.532,72.138,60.827,-24.299,-48.351,25.741,-3.5343,-101.83,30.588,-4.83E-07,5.43E-06,-7.97E-06,35.416,-39.499,25.307,10.632,-127.95,-51.899,-1.77E-05,5.38E-06,6.48E-07,11.412,61.77,-38.857
-64.389,72.384,61.036,-24.256,-48.122,25.837,-3.5147,-101.98,30.156,-4.83E-07,5.43E-06,-7.97E-06,35.385,-39.841,25.633,10.723,-127.99,-52.08,-1.77E-05,5.38E-06,6.48E-07,11.486,61.886,-39.008
-64.279,72.684,61.305,-24.253,-48.212,26.067,-3.5715,-102.12,30.083,-4.83E-07,5.43E-06,-7.97E-06,35.432,-40.125,25.837,10.76,-128.09,-52.08,-1.77E-05,5.38E-06,6.48E-07,11.604,61.975,-38.883
-64.191,73.012,61.59,-24.229,-48.389,26.372,-3.6857,-102.23,30.397,-4.83E-07,5.43E-06,-7.97E-06,35.497,-40.383,26.038,10.734,-128.17,-52.01,-1.77E-05,5.38E-06,6.48E-07,11.738,62.054,-38.682
-64.102,73.303,61.819,-24.154,-48.319,26.56,-3.8107,-102.25,31.071,-4.83E-07,5.43E-06,-7.97E-06,35.477,-40.649,26.414,10.681,-128.16,-52.102,-1.77E-05,5.38E-06,6.48E-07,11.854,62.09,-38.72
-64.044,73.706,62.099,-24.076,-48.254,26.821,-3.8598,-102.25,31.28,-4.83E-07,5.43E-06,-7.97E-06,35.488,-40.912,26.69,10.581,-128.13,-52.092,-1.77E-05,5.38E-06,6.48E-07,11.97,62.185,-38.752
-64.022,74.199,62.443,-23.991,-48.255,27.134,-3.8483,-102.21,31.131,-4.83E-07,5.43E-06,-7.97E-06,35.523,-41.162,26.855,10.45,-128.09,-52.005,-1.77E-05,5.38E-06,6.48E-07,12.087,62.35,-38.72
-64.035,74.698,62.836,-23.865,-48.373,27.403,-3.843,-102.12,31.155,-4.83E-07,5.43E-06,-7.97E-06,35.528,-41.38,26.977,10.313,-128.03,-51.965,-1.77E-05,5.38E-06,6.48E-07,12.208,62.579,-38.586
-64.044,75.164,63.234,-23.808,-48.496,27.593,-3.8459,-102.03,31.281,-4.83E-07,5.43E-06,-7.97E-06,35.486,-41.604,27.091,10.223,-127.93,-52.022,-1.77E-05,5.38E-06,6.48E-07,12.323,62.605,-38.501
-64.026,75.586,63.612,-23.835,-48.559,27.74,-3.862,-101.96,31.443,-4.83E-07,5.43E-06,-7.97E-06,35.397,-41.874,27.221,10.194,-127.79,-52.181,-1.77E-05,5.38E-06,6.48E-07,12.439,62.391,-38.525
-63.981,76.077,64.022,-23.629,-48.716,28.225,-3.9182,-101.92,31.557,-4.83E-07,5.43E-06,-7.97E-06,35.326,-42.357,27.411,10.112,-127.68,-52.305,-1.77E-05,5.38E-06,6.48E-07,12.701,62.784,-38.374
-63.927,76.551,64.401,-23.311,-48.585,28.833,-3.9718,-101.92,31.568,-4.83E-07,5.43E-06,-7.97E-06,35.298,-42.674,27.5,10.026,-127.61,-52.349,-1.77E-05,5.38E-06,6.48E-07,12.806,63.22,-38.355
-63.885,76.924,64.693,-22.997,-47.801,29.327,-3.9803,-101.98,31.438,-4.83E-07,5.43E-06,-7.97E-06,35.336,-42.446,27.326,9.9854,-127.61,-52.276,-1.77E-05,5.38E-06,6.48E-07,12.484,63.119,-38.76
-63.813,77.126,64.892,-23.022,-47.701,29.393,-3.9853,-102.04,31.352,-4.83E-07,5.43E-06,-7.97E-06,35.344,-42.498,27.354,9.9507,-127.66,-52.181,-1.77E-05,5.38E-06,6.48E-07,12.434,62.949,-38.858
-63.742,77.27,65.063,-23.161,-47.96,29.289,-4.0134,-102.09,31.425,-4.83E-07,5.43E-06,-7.97E-06,35.271,-42.69,27.35,9.9348,-127.69,-52.112,-1.77E-05,5.38E-06,6.48E-07,12.535,62.86,-38.763
-63.733,77.565,65.316,-22.913,-47.621,29.542,-4.0967,-102.13,31.78,-4.83E-07,5.43E-06,-7.97E-06,35.066,-42.544,26.792,9.9682,-127.58,-52.112,-1.77E-05,5.38E-06,6.48E-07,12.368,62.977,-38.892
-63.72,77.832,65.54,-22.634,-47.224,29.78,-4.1381,-102.19,31.857,-4.83E-07,5.43E-06,-7.97E-06,34.895,-42.325,26.135,10.028,-127.47,-52.116,-1.77E-05,5.38E-06,6.48E-07,12.218,63.138,-39.052
-63.678,77.998,65.688,-22.527,-47.051,29.827,-4.0948,-102.27,31.422,-4.83E-07,5.43E-06,-7.97E-06,34.828,-42.175,25.631,10.102,-127.45,-52.089,-1.77E-05,5.38E-06,6.48E-07,12.207,63.231,-39.146
-63.654,78.223,65.873,-22.607,-47.136,29.792,-4.0302,-102.36,30.846,-4.83E-07,5.43E-06,-7.97E-06,34.739,-42.103,25.235,10.193,-127.45,-52.083,-1.77E-05,5.38E-06,6.48E-07,12.207,63.19,-39.142
-63.646,78.426,66.013,-22.753,-47.303,29.643,-3.985,-102.44,30.437,-4.83E-07,5.43E-06,-7.97E-06,34.629,-42.1,25.012,10.274,-127.5,-52.033,-1.77E-05,5.38E-06,6.48E-07,12.215,63.079,-39.133
-63.65,78.557,66.054,-22.858,-47.404,29.406,-3.9971,-102.52,30.434,-4.83E-07,5.43E-06,-7.97E-06,34.508,-42.156,24.997,10.325,-127.6,-51.903,-1.77E-05,5.38E-06,6.48E-07,12.221,62.957,-39.183
-63.655,78.643,66.037,-22.872,-47.514,29.528,-4.1108,-102.62,30.837,-4.83E-07,5.43E-06,-7.97E-06,34.359,-42.094,24.497,10.401,-127.62,-51.778,-1.77E-05,5.38E-06,6.48E-07,12.198,62.868,-39.213
-63.647,78.735,66.032,-22.82,-47.572,29.82,-4.2561,-102.75,31.298,-4.83E-07,5.43E-06,-7.97E-06,34.375,-42.251,24.634,10.459,-127.77,-51.67,-1.77E-05,5.38E-06,6.48E-07,12.153,62.86,-39.225
-63.614,78.895,66.129,-22.762,-47.481,29.847,-4.3069,-102.88,31.284,-4.83E-07,5.43E-06,-7.97E-06,34.827,-43.183,27.28,10.417,-128.37,-51.57,-1.77E-05,5.38E-06,6.48E-07,12.107,62.985,-39.249
-63.601,79.032,66.212,-22.704,-47.443,29.923,-4.3203,-102.96,31.16,-4.83E-07,5.43E-06,-7.97E-06,35.138,-43.802,29.051,10.401,-128.78,-51.532,-1.77E-05,5.38E-06,6.48E-07,12.092,63.145,-39.221
-63.62,79.111,66.245,-22.664,-47.518,30.104,-4.3207,-102.95,31.104,-4.83E-07,5.43E-06,-7.97E-06,35.094,-43.629,28.506,10.46,-128.7,-51.566,-1.77E-05,5.38E-06,6.48E-07,12.109,63.261,-39.146
-63.634,79.164,66.278,-22.694,-47.576,30.077,-4.3147,-102.88,31.26,-4.83E-07,5.43E-06,-7.97E-06,34.626,-42.509,25.208,10.551,-128.06,-51.605,-1.77E-05,5.38E-06,6.48E-07,12.088,63.181,-39.187
-63.646,79.22,66.332,-22.703,-47.601,30.036,-4.3171,-102.79,31.515,-4.83E-07,5.43E-06,-7.97E-06,34.575,-42.088,24.21,10.57,-127.8,-51.726,-1.77E-05,5.38E-06,6.48E-07,12.07,63.126,-39.227
-63.656,79.287,66.404,-22.668,-47.596,30.044,-4.3122,-102.71,31.67,-4.83E-07,5.43E-06,-7.97E-06,35.233,-42.924,27.207,10.489,-128.27,-51.922,-1.77E-05,5.38E-06,6.48E-07,12.074,63.197,-39.209
-63.671,79.313,66.432,-22.791,-47.676,29.815,-4.1316,-102.64,30.855,-4.83E-07,5.43E-06,-7.97E-06,35.154,-42.445,26.261,10.486,-128.07,-51.944,-1.77E-05,5.38E-06,6.48E-07,12.075,63.216,-39.182
-63.679,79.293,66.41,-22.976,-47.79,29.545,-3.9503,-102.59,29.991,-4.83E-07,5.43E-06,-7.97E-06,34.664,-41.294,23.191,10.52,-127.52,-51.852,-1.77E-05,5.38E-06,6.48E-07,12.058,63.154,-39.179
-63.655,79.237,66.36,-23.024,-47.831,29.607,-4.0715,-102.58,30.716,-4.83E-07,5.43E-06,-7.97E-06,34.739,-41.188,23.088,10.487,-127.51,-51.818,-1.77E-05,5.38E-06,6.48E-07,12.008,63.016,-39.232
-63.611,79.19,66.315,-22.981,-47.77,29.687,-4.1585,-102.6,31.178,-4.83E-07,5.43E-06,-7.97E-06,34.772,-41.181,23.055,10.471,-127.52,-51.782,-1.77E-05,5.38E-06,6.48E-07,11.976,63.029,-39.266
-63.563,79.16,66.279,-22.894,-47.644,29.717,-4.1493,-102.63,31.072,-4.83E-07,5.43E-06,-7.97E-06,34.802,-41.252,23.228,10.481,-127.58,-51.758,-1.77E-05,5.38E-06,6.48E-07,11.961,63.174,-39.289
-63.545,79.128,66.241,-22.869,-47.581,29.745,-4.1276,-102.64,30.957,-4.83E-07,5.43E-06,-7.97E-06,35.395,-42.062,26.188,10.472,-128.17,-51.818,-1.77E-05,5.38E-06,6.48E-07,11.913,63.191,-39.394
-63.534,79.091,66.205,-22.885,-47.62,29.766,-4.1566,-102.65,31.121,-4.83E-07,5.43E-06,-7.97E-06,35.834,-42.596,28.301,10.483,-128.62,-51.862,-1.77E-05,5.38E-06,6.48E-07,11.891,63.168,-39.475
-63.513,79.051,66.177,-22.923,-47.745,29.756,-4.223,-102.66,31.468,-4.83E-07,5.43E-06,-7.97E-06,35.831,-42.442,28.09,10.534,-128.63,-51.847,-1.77E-05,5.38E-06,6.48E-07,11.908,63.166,-39.484
-63.464,79.016,66.164,-22.968,-47.804,29.629,-4.108,-102.66,30.865,-4.83E-07,5.43E-06,-7.97E-06,35.729,-42.342,27.888,10.582,-128.61,-51.846,-1.77E-05,5.38E-06,6.48E-07,11.904,63.264,-39.462
-63.413,78.994,66.161,-22.997,-47.817,29.47,-3.9396,-102.66,29.953,-4.83E-07,5.43E-06,-7.97E-06,35.596,-42.324,27.872,10.623,-128.62,-51.815,-1.77E-05,5.38E-06,6.48E-07,11.876,63.365,-39.459
-63.392,78.993,66.161,-22.994,-47.853,29.409,-3.9346,-102.71,29.847,-4.83E-07,5.43E-06,-7.97E-06,35.463,-42.286,27.848,10.655,-128.7,-51.684,-1.77E-05,5.38E-06,6.48E-07,11.83,63.318,-39.535
-63.407,78.989,66.158,-22.926,-47.859,29.466,-4.0113,-102.79,30.143,-4.83E-07,5.43E-06,-7.97E-06,35.372,-42.214,27.776,10.759,-128.79,-51.627,-1.77E-05,5.38E-06,6.48E-07,11.825,63.312,-39.6
-63.436,78.976,66.152,-22.856,-47.873,29.567,-4.1204,-102.86,30.629,-4.83E-07,5.43E-06,-7.97E-06,35.334,-42.082,27.629,10.928,-128.87,-51.684,-1.77E-05,5.38E-06,6.48E-07,11.846,63.329,-39.639
-63.433,78.932,66.13,-22.9,-47.945,29.585,-4.1898,-102.9,31.003,-4.83E-07,5.43E-06,-7.97E-06,35.354,-41.809,27.349,11.133,-128.85,-51.882,-1.77E-05,5.38E-06,6.48E-07,11.82,63.273,-39.678
-63.391,78.937,66.15,-23.05,-48.308,29.346,-4.1743,-102.85,31.09,-4.83E-07,5.43E-06,-7.97E-06,35.329,-41.853,27.242,11.195,-128.75,-52.031,-1.77E-05,5.38E-06,6.48E-07,11.934,63.224,-39.554
-63.323,79.005,66.218,-23.242,-48.91,28.893,-4.0837,-102.72,30.911,-4.83E-07,5.43E-06,-7.97E-06,35.227,-42.272,27.38,11.075,-128.61,-52.063,-1.77E-05,5.38E-06,6.48E-07,12.194,63.212,-39.284
-63.302,79.022,66.227,-23.278,-49.061,28.764,-4.0417,-102.6,30.931,-4.83E-07,5.43E-06,-7.97E-06,35.138,-42.333,27.378,10.998,-128.47,-52.14,-1.77E-05,5.38E-06,6.48E-07,12.23,63.167,-39.269
-63.292,79.024,66.207,-23.25,-48.957,28.857,-4.0477,-102.56,31.039,-4.83E-07,5.43E-06,-7.97E-06,35.1,-42.224,27.355,10.97,-128.41,-52.21,-1.77E-05,5.38E-06,6.48E-07,12.157,63.084,-39.359
-63.249,79.041,66.178,-23.276,-48.889,28.999,-4.0925,-102.63,31.087,-4.83E-07,5.43E-06,-7.97E-06,35.148,-42.216,27.472,10.978,-128.47,-52.21,-1.77E-05,5.38E-06,6.48E-07,12.137,62.962,-39.347
-63.203,79.058,66.154,-23.327,-48.844,29.059,-4.0464,-102.72,30.592,-4.83E-07,5.43E-06,-7.97E-06,35.191,-42.264,27.686,11.02,-128.59,-52.187,-1.77E-05,5.38E-06,6.48E-07,12.109,62.915,-39.344
-63.157,79.067,66.118,-23.379,-48.802,29.058,-3.9887,-102.8,30.079,-4.83E-07,5.43E-06,-7.97E-06,35.239,-42.334,27.964,11.07,-128.73,-52.148,-1.77E-05,5.38E-06,6.48E-07,12.05,62.902,-39.385
