frame
0.26
1.64
2.27
3.53
4.04
5
5.96
6.44
6.755
8.36
12.185
15.62
18.29
19.145
19.34
19.895
20.06
20.36
20.855
21.44
21.86
22.82
24.425
25.7
26.33
27.02
27.86
28.49
28.91
30.515
32.27
36.095
39.05
39.53
39.71
40.445
40.865
41.435
41.855
42.035
42.35
42.725
43.355
43.805
44.06
44.24
45.08
45.23
45.35
45.44
45.53
45.62
45.71
46.22
47.885
48.365
49.055
49.85
52.7
53.66
54.62
56.54
57.83
59.465
60.44
61.415
61.88
62.705
63.365
63.635
63.95
64.49
65.675
66.14
66.305
66.53
66.86
67.355
67.625
68.12
68.555
68.885
69.17
69.425
69.575
69.755
70.235
70.445
70.865
70.985
71.165
71.975
72.08
72.185
72.29
72.395
72.5
72.605
72.665
72.725
72.785
72.845
73.19
73.265
73.52
73.67
74.09
74.24
74.615
74.765
75.245
75.62
75.77
76.115
76.49
76.865
77.075
77.855
77.975
78.455
78.635
79.01
79.265
79.445
79.76
79.88
80.06
80.375
81.44
81.92
82.43
83.105
83.735
83.99
84.47
84.725
85.4
85.655
85.865
86.375
86.69
86.975
87.035
87.29
87.47
87.785
88.415
88.67
89.24
89.525
89.78
89.9
90.86
91.01
91.64
91.85
92.165
92.48
93.095
93.77
94.085
94.565
94.94
95.255
95.435
95.915
96.59
96.71
97.205
97.475
97.7
97.835
98.06
98.33
98.66
98.99
99.35
99.515
99.845
100.07
100.43
100.7
100.97
101.24
101.885
102.2
102.62
105.95
106.1
106.415
107.225
107.705
108.695
109.175
110.165
113.99
115.865
116.18
117.17
117.26
117.575
117.89
118.04
118.355
118.73
119.045
119.255
119.345
119.6
119.915
120.395
120.8
121.115
121.265
121.415
121.67
122.15
122.33
122.54
122.72
123.035
123.35
123.665
123.98
124.16
124.475
125.06
126.11
126.77
127.025
127.505
127.88
128.345
128.735
129.29
129.62
129.89
130.16
130.49
130.745
131.195
131.645
131.9
132.215
132.5
132.875
133.13
133.58
134.105
134.585
134.96
136.94
137.255
137.63
138.005
138.155
138.335
138.785
139.61
139.925
140.345
140.69
141.005
141.485
141.965
142.445
143.105
143.255
143.57
143.945
144.2
144.38
144.56
145.04
145.52
145.775
146.255
146.735
146.915
147.125
147.44
147.62
147.83
148.085
148.295
148.505
148.685
148.865
149.045
149.225
149.405
149.66
149.9
150.11
150.32
150.47
150.65
150.8
151.055
151.31
151.97
152.63
153.08
153.275
153.47
153.665
153.86
154.055
154.25
154.445
154.64
154.895
155.15
155.405
155.66
155.915
157.235
157.4
157.565
157.73
157.895
158.105
158.315
158.525
158.84
159.155
159.635
160.115
160.775
161.09
161.405
162.005
162.35
162.725
163.04
163.52
163.7
163.985
164.63
165.11
165.59
166.1
166.415
166.76
167.075
167.225
169.205
