No,Foot_L,Foot_R,Foot_pitch_L,Hand_L,Foot_pitch_R,Hand_R,Knee_L,Elbow_L,Thigh_pitch_L,Elbow_R,Thigh_pitch_R,Forearm_L,Knee_R,Forearm_R,Hiproll_L,Shoulder_L,Hiproll_R,Shoulder_R,Hip,Moe,Hip_R,Head,Shoulder_pitch_L,Head_pitch,Shoulder_pitch_R
1,0,0,1674,-2995,-1674,2015,3348,-1888,-3348,1775,1674,51,-1674,-184,0,-2016,0,2199,0,261,0,916,1072,-271,-1028
2,4.652173913,6.760869565,1669.076087,-3000.902174,-1668.163043,2015,3350.173913,-1890.326087,-3346.336957,1775.108696,1685.597826,53.16304348,-1683.23913,-183.6956522,-4.695652174,-2018.228261,-5.869565217,2193.141304,0,261.6086957,0,917.5869565,1072,-271,-1028
3,9.304347826,13.52173913,1664.152174,-3006.804348,-1662.326087,2015,3352.347826,-1892.652174,-3344.673913,1775.217391,1697.195652,55.32608696,-1692.478261,-183.3913043,-9.391304348,-2020.456522,-11.73913043,2187.282609,0,262.2173913,0,919.173913,1072,-271,-1028
4,13.95652174,20.2826087,1659.228261,-3012.706522,-1656.48913,2015,3354.521739,-1894.978261,-3343.01087,1775.326087,1708.793478,57.48913043,-1701.717391,-183.0869565,-14.08695652,-2022.684783,-17.60869565,2181.423913,0,262.826087,0,920.7608696,1072,-271,-1028
5,18.60869565,27.04347826,1654.304348,-3018.608696,-1650.652174,2015,3356.695652,-1897.304348,-3341.347826,1775.434783,1720.391304,59.65217391,-1710.956522,-182.7826087,-18.7826087,-2024.913043,-23.47826087,2175.565217,0,263.4347826,0,922.3478261,1072,-271,-1028
6,23.26086957,33.80434783,1649.380435,-3024.51087,-1644.815217,2015,3358.869565,-1899.630435,-3339.684783,1775.543478,1731.98913,61.81521739,-1720.195652,-182.4782609,-23.47826087,-2027.141304,-29.34782609,2169.706522,0,264.0434783,0,923.9347826,1072,-271,-1028
7,27.91304348,40.56521739,1644.456522,-3030.413043,-1638.978261,2015,3361.043478,-1901.956522,-3338.021739,1775.652174,1743.586957,63.97826087,-1729.434783,-182.173913,-28.17391304,-2029.369565,-35.2173913,2163.847826,0,264.6521739,0,925.5217391,1072,-271,-1028
8,32.56521739,47.32608696,1639.532609,-3036.315217,-1633.141304,2015,3363.217391,-1904.282609,-3336.358696,1775.76087,1755.184783,66.14130435,-1738.673913,-181.8695652,-32.86956522,-2031.597826,-41.08695652,2157.98913,0,265.2608696,0,927.1086957,1072,-271,-1028
9,37.2173913,54.08695652,1634.608696,-3042.217391,-1627.304348,2015,3365.391304,-1906.608696,-3334.695652,1775.869565,1766.782609,68.30434783,-1747.913043,-181.5652174,-37.56521739,-2033.826087,-46.95652174,2152.130435,0,265.8695652,0,928.6956522,1072,-271,-1028
10,41.86956522,60.84782609,1629.684783,-3048.119565,-1621.467391,2015,3367.565217,-1908.934783,-3333.032609,1775.978261,1778.380435,70.4673913,-1757.152174,-181.2608696,-42.26086957,-2036.054348,-52.82608696,2146.271739,0,266.4782609,0,930.2826087,1072,-271,-1028
11,46.52173913,67.60869565,1624.76087,-3054.021739,-1615.630435,2015,3369.73913,-1911.26087,-3331.369565,1776.086957,1789.978261,72.63043478,-1766.391304,-180.9565217,-46.95652174,-2038.282609,-58.69565217,2140.413043,0,267.0869565,0,931.8695652,1072,-271,-1028
12,51.17391304,74.36956522,1619.836957,-3059.923913,-1609.793478,2015,3371.913043,-1913.586957,-3329.706522,1776.195652,1801.576087,74.79347826,-1775.630435,-180.6521739,-51.65217391,-2040.51087,-64.56521739,2134.554348,0,267.6956522,0,933.4565217,1072,-271,-1028
13,55.82608696,81.13043478,1614.913043,-3065.826087,-1603.956522,2015,3374.086957,-1915.913043,-3328.043478,1776.304348,1813.173913,76.95652174,-1784.869565,-180.3478261,-56.34782609,-2042.73913,-70.43478261,2128.695652,0,268.3043478,0,935.0434783,1072,-271,-1028
14,60.47826087,87.89130435,1609.98913,-3071.728261,-1598.119565,2015,3376.26087,-1918.23913,-3326.380435,1776.413043,1824.771739,79.11956522,-1794.108696,-180.0434783,-61.04347826,-2044.967391,-76.30434783,2122.836957,0,268.9130435,0,936.6304348,1072,-271,-1028
15,65.13043478,94.65217391,1605.065217,-3077.630435,-1592.282609,2015,3378.434783,-1920.565217,-3324.717391,1776.521739,1836.369565,81.2826087,-1803.347826,-179.7391304,-65.73913043,-2047.195652,-82.17391304,2116.978261,0,269.5217391,0,938.2173913,1072,-271,-1028
16,69.7826087,101.4130435,1600.141304,-3083.532609,-1586.445652,2015,3380.608696,-1922.891304,-3323.054348,1776.630435,1847.967391,83.44565217,-1812.586957,-179.4347826,-70.43478261,-2049.423913,-88.04347826,2111.119565,0,270.1304348,0,939.8043478,1072,-271,-1028
17,74.43478261,108.173913,1595.217391,-3089.434783,-1580.608696,2015,3382.782609,-1925.217391,-3321.391304,1776.73913,1859.565217,85.60869565,-1821.826087,-179.1304348,-75.13043478,-2051.652174,-93.91304348,2105.26087,0,270.7391304,0,941.3913043,1072,-271,-1028
18,79.08695652,114.9347826,1590.293478,-3095.336957,-1574.771739,2015,3384.956522,-1927.543478,-3319.728261,1776.847826,1871.163043,87.77173913,-1831.065217,-178.826087,-79.82608696,-2053.880435,-99.7826087,2099.402174,0,271.3478261,0,942.9782609,1072,-271,-1028
19,83.73913043,121.6956522,1585.369565,-3101.23913,-1568.934783,2015,3387.130435,-1929.869565,-3318.065217,1776.956522,1882.76087,89.93478261,-1840.304348,-178.5217391,-84.52173913,-2056.108696,-105.6521739,2093.543478,0,271.9565217,0,944.5652174,1072,-271,-1028
20,88.39130435,128.4565217,1580.445652,-3107.141304,-1563.097826,2015,3389.304348,-1932.195652,-3316.402174,1777.065217,1894.358696,92.09782609,-1849.543478,-178.2173913,-89.2173913,-2058.336957,-111.5217391,2087.684783,0,272.5652174,0,946.1521739,1072,-271,-1028
21,93.04347826,135.2173913,1575.521739,-3113.043478,-1557.26087,2015,3391.478261,-1934.521739,-3314.73913,1777.173913,1905.956522,94.26086957,-1858.782609,-177.9130435,-93.91304348,-2060.565217,-117.3913043,2081.826087,0,273.173913,0,947.7391304,1072,-271,-1028
22,97.69565217,141.9782609,1570.597826,-3118.945652,-1551.423913,2015,3393.652174,-1936.847826,-3313.076087,1777.282609,1917.554348,96.42391304,-1868.021739,-177.6086957,-98.60869565,-2062.793478,-123.2608696,2075.967391,0,273.7826087,0,949.326087,1072,-271,-1028
23,102.3478261,148.7391304,1565.673913,-3124.847826,-1545.586957,2015,3395.826087,-1939.173913,-3311.413043,1777.391304,1929.152174,98.58695652,-1877.26087,-177.3043478,-103.3043478,-2065.021739,-129.1304348,2070.108696,0,274.3913043,0,950.9130435,1072,-271,-1028
24,107,155.5,1560.75,-3130.75,-1539.75,2015,3398,-1941.5,-3309.75,1777.5,1940.75,100.75,-1886.5,-177,-108,-2067.25,-135,2064.25,0,275,0,952.5,1072,-271,-1028
25,111.6521739,162.2608696,1555.826087,-3136.652174,-1533.913043,2015,3400.173913,-1943.826087,-3308.086957,1777.608696,1952.347826,102.9130435,-1895.73913,-176.6956522,-112.6956522,-2069.478261,-140.8695652,2058.391304,0,275.6086957,0,954.0869565,1072,-271,-1028
26,116.3043478,169.0217391,1550.902174,-3142.554348,-1528.076087,2015,3402.347826,-1946.152174,-3306.423913,1777.717391,1963.945652,105.076087,-1904.978261,-176.3913043,-117.3913043,-2071.706522,-146.7391304,2052.532609,0,276.2173913,0,955.673913,1072,-271,-1028
27,120.9565217,175.7826087,1545.978261,-3148.456522,-1522.23913,2015,3404.521739,-1948.478261,-3304.76087,1777.826087,1975.543478,107.2391304,-1914.217391,-176.0869565,-122.0869565,-2073.934783,-152.6086957,2046.673913,0,276.826087,0,957.2608696,1072,-271,-1028
28,125.6086957,182.5434783,1541.054348,-3154.358696,-1516.402174,2015,3406.695652,-1950.804348,-3303.097826,1777.934783,1987.141304,109.4021739,-1923.456522,-175.7826087,-126.7826087,-2076.163043,-158.4782609,2040.815217,0,277.4347826,0,958.8478261,1072,-271,-1028
29,130.2608696,189.3043478,1536.130435,-3160.26087,-1510.565217,2015,3408.869565,-1953.130435,-3301.434783,1778.043478,1998.73913,111.5652174,-1932.695652,-175.4782609,-131.4782609,-2078.391304,-164.3478261,2034.956522,0,278.0434783,0,960.4347826,1072,-271,-1028
30,134.9130435,196.0652174,1531.206522,-3166.163043,-1504.728261,2015,3411.043478,-1955.456522,-3299.771739,1778.152174,2010.336957,113.7282609,-1941.934783,-175.173913,-136.173913,-2080.619565,-170.2173913,2029.097826,0,278.6521739,0,962.0217391,1072,-271,-1028
31,139.5652174,202.826087,1526.282609,-3172.065217,-1498.891304,2015,3413.217391,-1957.782609,-3298.108696,1778.26087,2021.934783,115.8913043,-1951.173913,-174.8695652,-140.8695652,-2082.847826,-176.0869565,2023.23913,0,279.2608696,0,963.6086957,1072,-271,-1028
32,144.2173913,209.5869565,1521.358696,-3177.967391,-1493.054348,2015,3415.391304,-1960.108696,-3296.445652,1778.369565,2033.532609,118.0543478,-1960.413043,-174.5652174,-145.5652174,-2085.076087,-181.9565217,2017.380435,0,279.8695652,0,965.1956522,1072,-271,-1028
33,148.8695652,216.3478261,1516.434783,-3183.869565,-1487.217391,2015,3417.565217,-1962.434783,-3294.782609,1778.478261,2045.130435,120.2173913,-1969.652174,-174.2608696,-150.2608696,-2087.304348,-187.826087,2011.521739,0,280.4782609,0,966.7826087,1072,-271,-1028
34,153.5217391,223.1086957,1511.51087,-3189.771739,-1481.380435,2015,3419.73913,-1964.76087,-3293.119565,1778.586957,2056.728261,122.3804348,-1978.891304,-173.9565217,-154.9565217,-2089.532609,-193.6956522,2005.663043,0,281.0869565,0,968.3695652,1072,-271,-1028
35,158.173913,229.8695652,1506.586957,-3195.673913,-1475.543478,2015,3421.913043,-1967.086957,-3291.456522,1778.695652,2068.326087,124.5434783,-1988.130435,-173.6521739,-159.6521739,-2091.76087,-199.5652174,1999.804348,0,281.6956522,0,969.9565217,1072,-271,-1028
36,162.826087,236.6304348,1501.663043,-3201.576087,-1469.706522,2015,3424.086957,-1969.413043,-3289.793478,1778.804348,2079.923913,126.7065217,-1997.369565,-173.3478261,-164.3478261,-2093.98913,-205.4347826,1993.945652,0,282.3043478,0,971.5434783,1072,-271,-1028
37,167.4782609,243.3913043,1496.73913,-3207.478261,-1463.869565,2015,3426.26087,-1971.73913,-3288.130435,1778.913043,2091.521739,128.8695652,-2006.608696,-173.0434783,-169.0434783,-2096.217391,-211.3043478,1988.086957,0,282.9130435,0,973.1304348,1072,-271,-1028
38,172.1304348,250.1521739,1491.815217,-3213.380435,-1458.032609,2015,3428.434783,-1974.065217,-3286.467391,1779.021739,2103.119565,131.0326087,-2015.847826,-172.7391304,-173.7391304,-2098.445652,-217.173913,1982.228261,0,283.5217391,0,974.7173913,1072,-271,-1028
39,176.7826087,256.9130435,1486.891304,-3219.282609,-1452.195652,2015,3430.608696,-1976.391304,-3284.804348,1779.130435,2114.717391,133.1956522,-2025.086957,-172.4347826,-178.4347826,-2100.673913,-223.0434783,1976.369565,0,284.1304348,0,976.3043478,1072,-271,-1028
40,181.4347826,263.673913,1481.967391,-3225.184783,-1446.358696,2015,3432.782609,-1978.717391,-3283.141304,1779.23913,2126.315217,135.3586957,-2034.326087,-172.1304348,-183.1304348,-2102.902174,-228.9130435,1970.51087,0,284.7391304,0,977.8913043,1072,-271,-1028
41,186.0869565,270.4347826,1477.043478,-3231.086957,-1440.521739,2015,3434.956522,-1981.043478,-3281.478261,1779.347826,2137.913043,137.5217391,-2043.565217,-171.826087,-187.826087,-2105.130435,-234.7826087,1964.652174,0,285.3478261,0,979.4782609,1072,-271,-1028
42,190.7391304,277.1956522,1472.119565,-3236.98913,-1434.684783,2015,3437.130435,-1983.369565,-3279.815217,1779.456522,2149.51087,139.6847826,-2052.804348,-171.5217391,-192.5217391,-2107.358696,-240.6521739,1958.793478,0,285.9565217,0,981.0652174,1072,-271,-1028
43,195.3913043,283.9565217,1467.195652,-3242.891304,-1428.847826,2015,3439.304348,-1985.695652,-3278.152174,1779.565217,2161.108696,141.8478261,-2062.043478,-171.2173913,-197.2173913,-2109.586957,-246.5217391,1952.934783,0,286.5652174,0,982.6521739,1072,-271,-1028
44,200.0434783,290.7173913,1462.271739,-3248.793478,-1423.01087,2015,3441.478261,-1988.021739,-3276.48913,1779.673913,2172.706522,144.0108696,-2071.282609,-170.9130435,-201.9130435,-2111.815217,-252.3913043,1947.076087,0,287.173913,0,984.2391304,1072,-271,-1028
45,204.6956522,297.4782609,1457.347826,-3254.695652,-1417.173913,2015,3443.652174,-1990.347826,-3274.826087,1779.782609,2184.304348,146.173913,-2080.521739,-170.6086957,-206.6086957,-2114.043478,-258.2608696,1941.217391,0,287.7826087,0,985.826087,1072,-271,-1028
46,209.3478261,304.2391304,1452.423913,-3260.597826,-1411.336957,2015,3445.826087,-1992.673913,-3273.163043,1779.891304,2195.902174,148.3369565,-2089.76087,-170.3043478,-211.3043478,-2116.271739,-264.1304348,1935.358696,0,288.3913043,0,987.4130435,1072,-271,-1028
47,214,311,1447.5,-3266.5,-1405.5,2015,3448,-1995,-3271.5,1780,2207.5,150.5,-2099,-170,-216,-2118.5,-270,1929.5,0,289,0,989,1072,-271,-1028
48,218.6521739,317.7608696,1442.576087,-3272.402174,-1399.663043,2015,3450.173913,-1997.326087,-3269.836957,1780.108696,2219.097826,152.6630435,-2108.23913,-169.6956522,-220.6956522,-2120.728261,-275.8695652,1923.641304,0,289.6086957,0,990.5869565,1072,-271,-1028
49,223.3043478,324.5217391,1437.652174,-3278.304348,-1393.826087,2015,3452.347826,-1999.652174,-3268.173913,1780.217391,2230.695652,154.826087,-2117.478261,-169.3913043,-225.3913043,-2122.956522,-281.7391304,1917.782609,0,290.2173913,0,992.173913,1072,-271,-1028
50,227.9565217,331.2826087,1432.728261,-3284.206522,-1387.98913,2015,3454.521739,-2001.978261,-3266.51087,1780.326087,2242.293478,156.9891304,-2126.717391,-169.0869565,-230.0869565,-2125.184783,-287.6086957,1911.923913,0,290.826087,0,993.7608696,1072,-271,-1028
51,232.6086957,338.0434783,1427.804348,-3290.108696,-1382.152174,2015,3456.695652,-2004.304348,-3264.847826,1780.434783,2253.891304,159.1521739,-2135.956522,-168.7826087,-234.7826087,-2127.413043,-293.4782609,1906.065217,0,291.4347826,0,995.3478261,1072,-271,-1028
52,237.2608696,344.8043478,1422.880435,-3296.01087,-1376.315217,2015,3458.869565,-2006.630435,-3263.184783,1780.543478,2265.48913,161.3152174,-2145.195652,-168.4782609,-239.4782609,-2129.641304,-299.3478261,1900.206522,0,292.0434783,0,996.9347826,1072,-271,-1028
53,241.9130435,351.5652174,1417.956522,-3301.913043,-1370.478261,2015,3461.043478,-2008.956522,-3261.521739,1780.652174,2277.086957,163.4782609,-2154.434783,-168.173913,-244.173913,-2131.869565,-305.2173913,1894.347826,0,292.6521739,0,998.5217391,1072,-271,-1028
54,246.5652174,358.326087,1413.032609,-3307.815217,-1364.641304,2015,3463.217391,-2011.282609,-3259.858696,1780.76087,2288.684783,165.6413043,-2163.673913,-167.8695652,-248.8695652,-2134.097826,-311.0869565,1888.48913,0,293.2608696,0,1000.108696,1072,-271,-1028
55,251.2173913,365.0869565,1408.108696,-3313.717391,-1358.804348,2015,3465.391304,-2013.608696,-3258.195652,1780.869565,2300.282609,167.8043478,-2172.913043,-167.5652174,-253.5652174,-2136.326087,-316.9565217,1882.630435,0,293.8695652,0,1001.695652,1072,-271,-1028
56,255.8695652,371.8478261,1403.184783,-3319.619565,-1352.967391,2015,3467.565217,-2015.934783,-3256.532609,1780.978261,2311.880435,169.9673913,-2182.152174,-167.2608696,-258.2608696,-2138.554348,-322.826087,1876.771739,0,294.4782609,0,1003.282609,1072,-271,-1028
57,260.5217391,378.6086957,1398.26087,-3325.521739,-1347.130435,2015,3469.73913,-2018.26087,-3254.869565,1781.086957,2323.478261,172.1304348,-2191.391304,-166.9565217,-262.9565217,-2140.782609,-328.6956522,1870.913043,0,295.0869565,0,1004.869565,1072,-271,-1028
58,265.173913,385.3695652,1393.336957,-3331.423913,-1341.293478,2015,3471.913043,-2020.586957,-3253.206522,1781.195652,2335.076087,174.2934783,-2200.630435,-166.6521739,-267.6521739,-2143.01087,-334.5652174,1865.054348,0,295.6956522,0,1006.456522,1072,-271,-1028
59,269.826087,392.1304348,1388.413043,-3337.326087,-1335.456522,2015,3474.086957,-2022.913043,-3251.543478,1781.304348,2346.673913,176.4565217,-2209.869565,-166.3478261,-272.3478261,-2145.23913,-340.4347826,1859.195652,0,296.3043478,0,1008.043478,1072,-271,-1028
60,274.4782609,398.8913043,1383.48913,-3343.228261,-1329.619565,2015,3476.26087,-2025.23913,-3249.880435,1781.413043,2358.271739,178.6195652,-2219.108696,-166.0434783,-277.0434783,-2147.467391,-346.3043478,1853.336957,0,296.9130435,0,1009.630435,1072,-271,-1028
61,279.1304348,405.6521739,1378.565217,-3349.130435,-1323.782609,2015,3478.434783,-2027.565217,-3248.217391,1781.521739,2369.869565,180.7826087,-2228.347826,-165.7391304,-281.7391304,-2149.695652,-352.173913,1847.478261,0,297.5217391,0,1011.217391,1072,-271,-1028
62,283.7826087,412.4130435,1373.641304,-3355.032609,-1317.945652,2015,3480.608696,-2029.891304,-3246.554348,1781.630435,2381.467391,182.9456522,-2237.586957,-165.4347826,-286.4347826,-2151.923913,-358.0434783,1841.619565,0,298.1304348,0,1012.804348,1072,-271,-1028
63,288.4347826,419.173913,1368.717391,-3360.934783,-1312.108696,2015,3482.782609,-2032.217391,-3244.891304,1781.73913,2393.065217,185.1086957,-2246.826087,-165.1304348,-291.1304348,-2154.152174,-363.9130435,1835.76087,0,298.7391304,0,1014.391304,1072,-271,-1028
64,293.0869565,425.9347826,1363.793478,-3366.836957,-1306.271739,2015,3484.956522,-2034.543478,-3243.228261,1781.847826,2404.663043,187.2717391,-2256.065217,-164.826087,-295.826087,-2156.380435,-369.7826087,1829.902174,0,299.3478261,0,1015.978261,1072,-271,-1028
65,297.7391304,432.6956522,1358.869565,-3372.73913,-1300.434783,2015,3487.130435,-2036.869565,-3241.565217,1781.956522,2416.26087,189.4347826,-2265.304348,-164.5217391,-300.5217391,-2158.608696,-375.6521739,1824.043478,0,299.9565217,0,1017.565217,1072,-271,-1028
66,302.3913043,439.4565217,1353.945652,-3378.641304,-1294.597826,2015,3489.304348,-2039.195652,-3239.902174,1782.065217,2427.858696,191.5978261,-2274.543478,-164.2173913,-305.2173913,-2160.836957,-381.5217391,1818.184783,0,300.5652174,0,1019.152174,1072,-271,-1028
67,307.0434783,446.2173913,1349.021739,-3384.543478,-1288.76087,2015,3491.478261,-2041.521739,-3238.23913,1782.173913,2439.456522,193.7608696,-2283.782609,-163.9130435,-309.9130435,-2163.065217,-387.3913043,1812.326087,0,301.173913,0,1020.73913,1072,-271,-1028
68,311.6956522,452.9782609,1344.097826,-3390.445652,-1282.923913,2015,3493.652174,-2043.847826,-3236.576087,1782.282609,2451.054348,195.923913,-2293.021739,-163.6086957,-314.6086957,-2165.293478,-393.2608696,1806.467391,0,301.7826087,0,1022.326087,1072,-271,-1028
69,316.3478261,459.7391304,1339.173913,-3396.347826,-1277.086957,2015,3495.826087,-2046.173913,-3234.913043,1782.391304,2462.652174,198.0869565,-2302.26087,-163.3043478,-319.3043478,-2167.521739,-399.1304348,1800.608696,0,302.3913043,0,1023.913043,1072,-271,-1028
70,321,466.5,1334.25,-3402.25,-1271.25,2015,3498,-2048.5,-3233.25,1782.5,2474.25,200.25,-2311.5,-163,-324,-2169.75,-405,1794.75,0,303,0,1025.5,1072,-271,-1028
71,325.6521739,473.2608696,1329.326087,-3408.152174,-1265.413043,2015,3500.173913,-2050.826087,-3231.586957,1782.608696,2485.847826,202.4130435,-2320.73913,-162.6956522,-328.6956522,-2171.978261,-410.8695652,1788.891304,0,303.6086957,0,1027.086957,1072,-271,-1028
72,330.3043478,480.0217391,1324.402174,-3414.054348,-1259.576087,2015,3502.347826,-2053.152174,-3229.923913,1782.717391,2497.445652,204.576087,-2329.978261,-162.3913043,-333.3913043,-2174.206522,-416.7391304,1783.032609,0,304.2173913,0,1028.673913,1072,-271,-1028
73,334.9565217,486.7826087,1319.478261,-3419.956522,-1253.73913,2015,3504.521739,-2055.478261,-3228.26087,1782.826087,2509.043478,206.7391304,-2339.217391,-162.0869565,-338.0869565,-2176.434783,-422.6086957,1777.173913,0,304.826087,0,1030.26087,1072,-271,-1028
74,339.6086957,493.5434783,1314.554348,-3425.858696,-1247.902174,2015,3506.695652,-2057.804348,-3226.597826,1782.934783,2520.641304,208.9021739,-2348.456522,-161.7826087,-342.7826087,-2178.663043,-428.4782609,1771.315217,0,305.4347826,0,1031.847826,1072,-271,-1028
75,344.2608696,500.3043478,1309.630435,-3431.76087,-1242.065217,2015,3508.869565,-2060.130435,-3224.934783,1783.043478,2532.23913,211.0652174,-2357.695652,-161.4782609,-347.4782609,-2180.891304,-434.3478261,1765.456522,0,306.0434783,0,1033.434783,1072,-271,-1028
76,348.9130435,507.0652174,1304.706522,-3437.663043,-1236.228261,2015,3511.043478,-2062.456522,-3223.271739,1783.152174,2543.836957,213.2282609,-2366.934783,-161.173913,-352.173913,-2183.119565,-440.2173913,1759.597826,0,306.6521739,0,1035.021739,1072,-271,-1028
77,353.5652174,513.826087,1299.782609,-3443.565217,-1230.391304,2015,3513.217391,-2064.782609,-3221.608696,1783.26087,2555.434783,215.3913043,-2376.173913,-160.8695652,-356.8695652,-2185.347826,-446.0869565,1753.73913,0,307.2608696,0,1036.608696,1072,-271,-1028
78,358.2173913,520.5869565,1294.858696,-3449.467391,-1224.554348,2015,3515.391304,-2067.108696,-3219.945652,1783.369565,2567.032609,217.5543478,-2385.413043,-160.5652174,-361.5652174,-2187.576087,-451.9565217,1747.880435,0,307.8695652,0,1038.195652,1072,-271,-1028
79,362.8695652,527.3478261,1289.934783,-3455.369565,-1218.717391,2015,3517.565217,-2069.434783,-3218.282609,1783.478261,2578.630435,219.7173913,-2394.652174,-160.2608696,-366.2608696,-2189.804348,-457.826087,1742.021739,0,308.4782609,0,1039.782609,1072,-271,-1028
80,367.5217391,534.1086957,1285.01087,-3461.271739,-1212.880435,2015,3519.73913,-2071.76087,-3216.619565,1783.586957,2590.228261,221.8804348,-2403.891304,-159.9565217,-370.9565217,-2192.032609,-463.6956522,1736.163043,0,309.0869565,0,1041.369565,1072,-271,-1028
81,372.173913,540.8695652,1280.086957,-3467.173913,-1207.043478,2015,3521.913043,-2074.086957,-3214.956522,1783.695652,2601.826087,224.0434783,-2413.130435,-159.6521739,-375.6521739,-2194.26087,-469.5652174,1730.304348,0,309.6956522,0,1042.956522,1072,-271,-1028
82,376.826087,547.6304348,1275.163043,-3473.076087,-1201.206522,2015,3524.086957,-2076.413043,-3213.293478,1783.804348,2613.423913,226.2065217,-2422.369565,-159.3478261,-380.3478261,-2196.48913,-475.4347826,1724.445652,0,310.3043478,0,1044.543478,1072,-271,-1028
83,381.4782609,554.3913043,1270.23913,-3478.978261,-1195.369565,2015,3526.26087,-2078.73913,-3211.630435,1783.913043,2625.021739,228.3695652,-2431.608696,-159.0434783,-385.0434783,-2198.717391,-481.3043478,1718.586957,0,310.9130435,0,1046.130435,1072,-271,-1028
84,386.1304348,561.1521739,1265.315217,-3484.880435,-1189.532609,2015,3528.434783,-2081.065217,-3209.967391,1784.021739,2636.619565,230.5326087,-2440.847826,-158.7391304,-389.7391304,-2200.945652,-487.173913,1712.728261,0,311.5217391,0,1047.717391,1072,-271,-1028
85,390.7826087,567.9130435,1260.391304,-3490.782609,-1183.695652,2015,3530.608696,-2083.391304,-3208.304348,1784.130435,2648.217391,232.6956522,-2450.086957,-158.4347826,-394.4347826,-2203.173913,-493.0434783,1706.869565,0,312.1304348,0,1049.304348,1072,-271,-1028
86,395.4347826,574.673913,1255.467391,-3496.684783,-1177.858696,2015,3532.782609,-2085.717391,-3206.641304,1784.23913,2659.815217,234.8586957,-2459.326087,-158.1304348,-399.1304348,-2205.402174,-498.9130435,1701.01087,0,312.7391304,0,1050.891304,1072,-271,-1028
87,400.0869565,581.4347826,1250.543478,-3502.586957,-1172.021739,2015,3534.956522,-2088.043478,-3204.978261,1784.347826,2671.413043,237.0217391,-2468.565217,-157.826087,-403.826087,-2207.630435,-504.7826087,1695.152174,0,313.3478261,0,1052.478261,1072,-271,-1028
88,404.7391304,588.1956522,1245.619565,-3508.48913,-1166.184783,2015,3537.130435,-2090.369565,-3203.315217,1784.456522,2683.01087,239.1847826,-2477.804348,-157.5217391,-408.5217391,-2209.858696,-510.6521739,1689.293478,0,313.9565217,0,1054.065217,1072,-271,-1028
89,409.3913043,594.9565217,1240.695652,-3514.391304,-1160.347826,2015,3539.304348,-2092.695652,-3201.652174,1784.565217,2694.608696,241.3478261,-2487.043478,-157.2173913,-413.2173913,-2212.086957,-516.5217391,1683.434783,0,314.5652174,0,1055.652174,1072,-271,-1028
90,414.0434783,601.7173913,1235.771739,-3520.293478,-1154.51087,2015,3541.478261,-2095.021739,-3199.98913,1784.673913,2706.206522,243.5108696,-2496.282609,-156.9130435,-417.9130435,-2214.315217,-522.3913043,1677.576087,0,315.173913,0,1057.23913,1072,-271,-1028
91,418.6956522,608.4782609,1230.847826,-3526.195652,-1148.673913,2015,3543.652174,-2097.347826,-3198.326087,1784.782609,2717.804348,245.673913,-2505.521739,-156.6086957,-422.6086957,-2216.543478,-528.2608696,1671.717391,0,315.7826087,0,1058.826087,1072,-271,-1028
92,423.3478261,615.2391304,1225.923913,-3532.097826,-1142.836957,2015,3545.826087,-2099.673913,-3196.663043,1784.891304,2729.402174,247.8369565,-2514.76087,-156.3043478,-427.3043478,-2218.771739,-534.1304348,1665.858696,0,316.3913043,0,1060.413043,1072,-271,-1028
93,428,622,1221,-3538,-1137,2015,3548,-2102,-3195,1785,2741,250,-2524,-156,-432,-2221,-540,1660,0,317,0,1062,1072,-271,-1028
94,419.015625,612.421875,1220.84375,-3529.515625,-1138.359375,2015,3548,-2098.8125,-3199.53125,1786.359375,2739.78125,247.921875,-2525.765625,-155.84375,-419.28125,-2220.703125,-527.09375,1662.953125,0,312.046875,0,1059.71875,1072.609375,-271,-1027.84375
95,410.03125,602.84375,1220.6875,-3521.03125,-1139.71875,2015,3548,-2095.625,-3204.0625,1787.71875,2738.5625,245.84375,-2527.53125,-155.6875,-406.5625,-2220.40625,-514.1875,1665.90625,0,307.09375,0,1057.4375,1073.21875,-271,-1027.6875
96,401.046875,593.265625,1220.53125,-3512.546875,-1141.078125,2015,3548,-2092.4375,-3208.59375,1789.078125,2737.34375,243.765625,-2529.296875,-155.53125,-393.84375,-2220.109375,-501.28125,1668.859375,0,302.140625,0,1055.15625,1073.828125,-271,-1027.53125
97,392.0625,583.6875,1220.375,-3504.0625,-1142.4375,2015,3548,-2089.25,-3213.125,1790.4375,2736.125,241.6875,-2531.0625,-155.375,-381.125,-2219.8125,-488.375,1671.8125,0,297.1875,0,1052.875,1074.4375,-271,-1027.375
98,383.078125,574.109375,1220.21875,-3495.578125,-1143.796875,2015,3548,-2086.0625,-3217.65625,1791.796875,2734.90625,239.609375,-2532.828125,-155.21875,-368.40625,-2219.515625,-475.46875,1674.765625,0,292.234375,0,1050.59375,1075.046875,-271,-1027.21875
99,374.09375,564.53125,1220.0625,-3487.09375,-1145.15625,2015,3548,-2082.875,-3222.1875,1793.15625,2733.6875,237.53125,-2534.59375,-155.0625,-355.6875,-2219.21875,-462.5625,1677.71875,0,287.28125,0,1048.3125,1075.65625,-271,-1027.0625
