A,B,C,D,E,F
-0,20,-3.18055e-015,-6.36111e-015,3.18055e-015,-3.18055e-015
-0,20,-6.36111e-015,-1.59028e-015,0,3.18055e-015
3.18055e-015,20,3.18055e-015,-0,-3.18055e-015,-6.36111e-015
-0,20,0,2.38542e-015,0,3.18055e-015
-0,20,-1.59028e-015,-0,-2.98177e-015,1.59028e-015
-1.59028e-015,20,-3.18055e-015,-3.18055e-015,1.98785e-015,-3.18055e-015
-0,20,3.18055e-015,-9.54166e-015,3.97569e-016,3.18055e-015
-0,20,-3.18055e-015,-6.36111e-015,-3.18055e-015,-9.54166e-015
-0,20,-4.77083e-015,-9.54166e-015,0,3.18055e-015
-1.59028e-015,20,1.59028e-015,-0,-3.18055e-015,-4.77083e-015
1.59028e-015,20,-4.77083e-015,-3.18055e-015,-6.36111e-015,-6.36111e-015
-2.78299e-015,20,-9.54166e-015,-9.54166e-015,-2.38542e-015,3.18055e-015
-3.97569e-016,20,-3.18055e-015,3.18055e-015,3.97569e-016,-3.18055e-015
-1.59028e-015,20,3.18055e-015,-1.27222e-014,1.59028e-015,0
-0,20,0,-3.18055e-015,3.18055e-015,3.18055e-015
-4.77083e-015,20,6.36111e-015,-1.27222e-014,9.54166e-015,9.54166e-015
-0,20,7.95139e-015,6.36111e-015,-3.18055e-015,6.36111e-015
6.36111e-015,20,-8.74653e-015,-1.27222e-014,6.36111e-015,1.11319e-014
-0,20,2.38542e-015,4.77083e-015,6.36111e-015,3.18055e-015
-0,20,3.18055e-015,-1.74931e-014,0,4.77083e-015
6.36111e-015,20,-1.51076e-014,-0,-6.36111e-015,-7.95139e-015
-0,20,-7.95139e-016,-2.22639e-014,-3.18055e-015,1.59028e-015
-3.18055e-015,20,-3.18055e-015,6.36111e-015,-6.36111e-015,-3.18055e-015
-0,20,6.36111e-015,2.22639e-014,-6.36111e-015,-9.54166e-015
-0,20,-1.59028e-015,9.54166e-015,-9.54166e-015,6.36111e-015
-0,20,-1.11319e-014,1.90833e-014,-3.18055e-015,3.18055e-015
-0,20,9.54166e-015,3.18055e-015,-6.36111e-015,6.36111e-015
3.18055e-015,20,-2.38542e-015,9.54166e-015,-9.54166e-015,-1.59028e-014
-0,20,-7.95139e-015,-3.18055e-015,6.36111e-015,-9.54166e-015
6.36111e-015,20,1.59028e-015,3.18055e-015,1.76556e-031,-1.59028e-015
6.36111e-015,20,-1.59028e-015,-3.18055e-015,3.53113e-031,-3.18055e-015
-0,20,-3.18055e-015,3.18055e-015,3.18055e-015,-3.18055e-015
6.36111e-015,20,-1.59028e-015,-0,7.95139e-016,0
-9.54166e-015,20,1.19271e-015,-3.18055e-015,6.36111e-015,3.18055e-015
-1.59028e-014,20,1.59028e-015,-0,-1.07344e-014,3.97569e-016
6.36111e-015,20,0,-1.59028e-015,-4.57205e-015,1.98785e-016
3.18055e-015,20,-3.97569e-015,3.18055e-015,7.95139e-016,8.34896e-015
-0,20,-4.37326e-015,-2.54444e-014,-0,-1.59028e-015
-1.98785e-015,20,7.35503e-015,-2.01269e-014,-2.41386e-032,-6.95746e-016
1.98785e-016,20,-7.40473e-015,-2.78299e-015,-3.97569e-016,2.05618e-015
-7.95139e-016,20,-5.56597e-015,3.18055e-015,-4.77083e-015,2.43511e-015
5.96354e-016,20,-1.19271e-015,-1.2921e-015,-3.18055e-015,-2.28602e-015
3.18055e-015,20,3.18055e-015,-1.59028e-015,6.36111e-015,7.95139e-016
-4.77083e-015,20,-3.18055e-015,-7.15625e-015,0,0
2.38542e-015,20,-3.18055e-015,-1.59028e-015,3.18055e-015,-3.18055e-015
1.59028e-015,20,-3.18055e-015,-3.18055e-015,3.18055e-015,3.18055e-015
-7.95139e-016,20,0,-1.43125e-014,-3.18055e-015,-1.59028e-015
-7.95139e-016,20,0,-1.59028e-015,3.18055e-015,-3.18055e-015
-5.56597e-015,20,3.18055e-015,-1.19271e-014,-1.54487e-031,-1.59028e-015
2.38542e-015,20,0,3.97569e-015,-6.36111e-015,3.18055e-015
-5.56597e-015,20,1.59028e-015,-1.59028e-015,-6.36111e-015,1.59028e-015
7.15625e-015,20,0,-1.03368e-014,-1.98626e-031,1.59028e-015
-4.77083e-015,20,0,-1.59028e-015,-6.36111e-015,3.18055e-015
3.18055e-015,20,0,-2.38542e-015,6.36111e-015,-4.77083e-015
-1.59028e-015,20,3.18055e-015,-1.66979e-014,-4.41391e-032,-1.59028e-015
-3.18055e-015,20,-3.18055e-015,6.36111e-015,6.36111e-015,0
3.18055e-015,20,3.18055e-015,-6.36111e-015,-3.18055e-015,-3.18055e-015
-3.18055e-015,20,-3.18055e-015,-4.77083e-015,-3.18055e-015,-6.36111e-015
-3.18055e-015,20,-6.36111e-015,3.18055e-015,-1.76556e-031,-3.18055e-015
-0,20,-3.18055e-015,-3.57812e-015,-7.95139e-016,-1.59028e-015
-0,20,1.59028e-015,-0,-7.95139e-016,1.59028e-015
3.18055e-015,20,-3.97569e-016,-6.36111e-015,-0,0
9.54166e-015,20,-3.57812e-015,3.18055e-015,1.59028e-015,1.59028e-015
-3.18055e-015,20,7.95139e-016,6.36111e-015,-3.18055e-015,1.59028e-015
3.18055e-015,20,0,-2.70347e-014,9.54166e-015,0
3.18055e-015,20,-6.36111e-015,-6.36111e-015,-0,0
-0,20,-9.54166e-015,6.36111e-015,1.59028e-015,6.36111e-015
3.97569e-015,20,-3.18055e-015,-1.27222e-014,-1.59028e-015,-3.18055e-015
-1.59028e-015,20,3.18055e-015,3.18055e-015,0,0
3.18055e-015,20,-6.36111e-015,1.27222e-014,-3.18055e-015,0
-3.18055e-015,20,1.11319e-014,1.27222e-014,-3.18055e-015,-3.18055e-015
1.59028e-015,20,4.77083e-015,9.54166e-015,-3.18055e-015,9.54166e-015
6.36111e-015,20,0,-2.54444e-014,3.18055e-015,-3.18055e-015
-0,20,4.27387e-015,-1.98785e-014,3.18055e-015,0
3.18055e-015,20,9.0447e-015,-1.19271e-014,3.18055e-015,-3.18055e-015
-1.59028e-015,20,-1.21259e-014,-5.56597e-015,-2.86904e-031,-1.03368e-014
-0,20,-6.95746e-015,-7.15625e-015,-3.18055e-015,3.18055e-015
-7.95139e-015,20,7.95139e-015,2.38542e-014,2.20695e-031,1.59028e-015
1.59028e-015,20,3.57812e-015,-3.18055e-014,3.18055e-015,-6.36111e-015
1.59028e-015,20,-1.11319e-014,4.13472e-014,-0,0
1.59028e-015,20,-3.18055e-015,-9.54166e-015,-3.18055e-015,-4.77083e-015
1.59028e-015,20,-4.77083e-015,-6.36111e-015,3.18055e-015,7.95139e-015
-0,20,5.1684e-015,-2.70347e-014,3.18055e-015,1.59028e-015
3.18055e-015,20,-7.95139e-016,-1.59028e-015,9.54166e-015,-3.18055e-015
3.18055e-015,20,-4.77083e-015,1.27222e-014,-8.82781e-032,1.59028e-015
-0,20,-3.18055e-015,9.54166e-015,6.36111e-015,4.77083e-015
-0,20,4.77083e-015,-3.18055e-015,6.36111e-015,1.59028e-015
-0,20,-4.96962e-015,1.43125e-014,-0,-7.95139e-016
3.18055e-015,20,-8.94531e-015,6.36111e-015,-3.18055e-015,-2.38542e-015
-3.18055e-015,20,3.97569e-015,1.59028e-015,3.18055e-015,0
-3.18055e-015,20,-2.38542e-015,6.36111e-015,-3.18055e-015,1.59028e-015
3.18055e-015,20,5.1684e-015,-1.59028e-015,-3.18055e-015,0
-3.18055e-015,20,-7.95139e-016,1.11319e-014,1.59028e-015,-7.95139e-016
3.18055e-015,20,7.95139e-016,7.95139e-015,-7.95139e-016,-3.37934e-015
-6.36111e-015,20,-7.95139e-015,-1.27222e-014,-1.59028e-015,5.86415e-015
3.18055e-015,20,0,3.18055e-015,-2.64834e-031,4.77083e-015
9.54166e-015,20,1.74931e-014,-3.97569e-015,-1.59028e-015,-5.56597e-015
-3.18055e-015,20,3.18055e-015,-1.03368e-014,-1.59028e-015,1.11319e-014
3.18055e-015,20,-1.59028e-015,-3.57812e-015,-1.59028e-015,-3.18055e-015
9.54166e-015,20,-3.18055e-015,4.96962e-016,3.18055e-015,-6.36111e-015
-0,20,0,-1.19271e-015,-6.36111e-015,-3.18055e-015
6.36111e-015,20,6.36111e-015,-9.54166e-015,-3.18055e-015,0
-7.95139e-015,20,-3.18055e-015,3.18055e-015,-3.18055e-015,0
3.97569e-015,20,-9.54166e-015,7.95139e-015,4.77083e-015,-3.18055e-015
2.38542e-015,20,3.18055e-015,-0,2.64834e-031,-6.36111e-015
4.37326e-015,20,-3.18055e-015,1.59028e-015,3.18055e-015,-4.77083e-015
1.59028e-015,20,1.59028e-015,-0,-1.32417e-031,4.77083e-015
6.36111e-015,20,1.59028e-015,-0,-3.18055e-015,-3.18055e-015
-7.95139e-016,20,3.18055e-015,9.54166e-015,-6.36111e-015,4.77083e-015
-4.77083e-015,20,6.36111e-015,4.77083e-015,0,0
7.95139e-015,20,0,3.18055e-015,2.20695e-031,-1.59028e-015
8.74653e-015,20,-3.18055e-015,-1.27222e-014,-3.18055e-015,3.18055e-015
-3.97569e-015,20,-3.18055e-015,-0,3.18055e-015,-4.77083e-015
7.95139e-015,20,1.59028e-015,-1.59028e-015,3.18055e-015,-4.77083e-015
-1.59028e-015,20,1.59028e-015,6.36111e-015,-3.18055e-015,1.59028e-015
6.36111e-015,20,-1.59028e-015,3.18055e-015,-1.76556e-031,1.59028e-015
2.38542e-015,20,-4.77083e-015,4.77083e-015,3.18055e-015,-3.18055e-015
-3.18055e-015,20,0,3.18055e-015,-3.18055e-015,0
-0,20,-3.18055e-015,7.95139e-015,0,6.36111e-015
6.36111e-015,20,-3.18055e-015,-9.54166e-015,9.54166e-015,-3.18055e-015
-7.15625e-015,20,1.59028e-015,-0,3.18055e-015,0
-7.95139e-015,20,0,-0,-3.18055e-015,6.36111e-015
6.36111e-015,20,3.18055e-015,-4.77083e-015,-3.53113e-031,3.18055e-015
-1.59028e-015,20,0,-9.54166e-015,1.59028e-015,3.18055e-015
-1.59028e-015,20,-3.18055e-015,3.18055e-015,-8.82781e-032,-3.18055e-015
-1.59028e-015,20,0,-3.18055e-015,-3.18055e-015,0
-7.95139e-015,20,3.18055e-015,1.59028e-015,2.38542e-015,0
3.18055e-015,20,0,-0,-7.95139e-016,3.18055e-015
-0,20,6.36111e-015,3.97569e-016,-0,-4.77083e-015
3.18055e-015,20,0,1.9133e-015,-2.38542e-015,1.59028e-015
-0,20,-3.18055e-015,-9.93923e-016,1.59028e-015,-1.59028e-015
-6.36111e-015,20,-3.18055e-015,-4.77083e-015,3.18055e-015,-1.59028e-015
6.36111e-015,20,3.18055e-015,3.97569e-016,3.18055e-015,-3.18055e-015
-3.18055e-015,20,0,7.95139e-016,3.18055e-015,0
-0,20,-1.59028e-015,-5.56597e-015,1.59028e-015,-2.38542e-015
9.54166e-015,20,-4.77083e-015,-3.97569e-015,1.59028e-015,-4.77083e-015
-0,20,9.54166e-015,7.95139e-016,7.95139e-016,3.18055e-015
3.18055e-015,20,1.59028e-015,-1.43125e-014,-2.38542e-015,0
-0,20,4.77083e-015,1.59028e-015,-2.38542e-015,2.38542e-015
-1.59028e-014,20,6.36111e-015,-0,7.95139e-016,5.96354e-015
6.36111e-015,20,0,-0,-2.78299e-015,1.2921e-015
3.18055e-015,20,-1.59028e-015,7.95139e-015,-1.59028e-015,1.98785e-016
-0,20,-1.98785e-015,-1.66979e-014,1.59028e-015,4.77083e-015
-2.38542e-015,20,-7.25564e-015,4.77083e-014,3.18055e-015,1.19271e-015
-3.97569e-015,20,-5.96354e-016,1.99282e-014,3.18055e-015,-3.18055e-015
4.77083e-015,20,-7.7526e-015,3.65764e-014,-9.2692e-031,1.11319e-014
-0,20,-7.8023e-015,3.57812e-014,0,6.36111e-015
1.59028e-015,20,4.37326e-015,-6.36111e-015,-1.98785e-016,3.27995e-015
3.18055e-015,20,8.34896e-015,3.59055e-015,-2.42765e-031,4.37326e-015
-7.95139e-016,20,5.56597e-015,1.63997e-015,-3.18055e-015,5.56597e-015
-6.36111e-015,20,-7.95139e-015,-3.18055e-015,1.76556e-031,1.59028e-015
-1.59028e-015,20,-9.54166e-015,-7.15625e-015,9.54166e-015,1.59028e-015
-3.18055e-015,20,-3.18055e-015,-3.18055e-015,-1.76556e-031,-3.18055e-015
-0,20,3.18055e-015,4.96962e-016,0,1.59028e-015
4.77083e-015,20,4.77083e-015,-1.98785e-015,-3.18055e-015,-5.56597e-015
-0,20,3.18055e-015,-7.15625e-015,-3.18055e-015,4.37326e-015
-0,20,1.35174e-014,6.36111e-015,1.19271e-015,-5.81445e-015
1.19271e-015,20,1.44119e-014,-8.54774e-015,-1.05003e-031,5.04416e-015
3.18055e-015,20,2.36057e-015,2.34566e-014,1.59028e-015,4.17448e-015
2.38542e-015,20,-3.10601e-015,2.94201e-014,-3.18055e-015,-5.96354e-016
7.95139e-016,20,-1.166e-014,3.97569e-015,3.18055e-015,-5.1684e-015
-1.59028e-015,20,-3.47873e-015,-1.35174e-014,3.18055e-015,-7.95139e-015
-0,20,1.13307e-014,-9.54166e-015,-1.98785e-016,4.14963e-015
-1.59028e-015,20,-5.76476e-015,-1.15295e-014,3.18055e-015,8.84592e-015
-6.4605e-016,20,-1.51573e-015,5.96354e-015,5.60359e-033,4.96962e-016
1.59028e-015,20,-6.75868e-015,4.22417e-016,-3.18055e-015,-2.38542e-015
-1.59028e-015,20,-1.11319e-014,-1.18277e-014,-8.82781e-032,-3.18055e-015
-0,20,8.74653e-015,9.74045e-015,0,3.97569e-015
3.18055e-015,20,7.95139e-016,4.96962e-015,-4.41391e-032,7.95139e-016
-3.18055e-015,20,1.59028e-015,7.95139e-016,-3.18055e-015,1.59028e-015
-6.36111e-015,20,1.59028e-015,3.97569e-015,1.59028e-015,1.98785e-015
-6.36111e-015,20,-1.59028e-015,-1.98785e-014,3.97252e-031,3.57812e-015
-3.18055e-015,20,0,-1.19271e-014,-7.95139e-016,-1.98785e-015
3.18055e-015,20,-7.95139e-016,2.46493e-014,-5.46658e-016,-1.72694e-015
-0,20,-3.97569e-016,-9.54166e-015,-1.59028e-015,-5.96354e-016
3.18055e-015,20,-3.97569e-015,-2.66371e-014,1.59028e-015,-1.39149e-015
-2.38542e-015,20,2.08724e-015,2.08724e-014,3.18055e-015,-8.34896e-015
-3.18055e-015,20,-2.68359e-015,-1.44119e-014,-3.18055e-015,-4.57205e-015
-1.2921e-015,20,-9.7156e-015,-1.0138e-014,3.18055e-015,-7.7526e-015
-4.17448e-015,20,8.27752e-015,1.11319e-014,1.41211e-031,1.93815e-015
-0,20,5.09386e-016,-1.09332e-014,1.59028e-015,1.59028e-015
-1.59028e-015,20,-1.07344e-014,1.21756e-014,7.95139e-016,6.70898e-015
-0,20,5.1684e-015,1.92573e-014,-1.27222e-014,1.78906e-015
-2.38542e-015,20,-7.95139e-016,4.27387e-015,-3.18055e-015,2.38542e-015
-1.59028e-015,20,0,-1.98785e-015,3.18055e-015,-3.18055e-015
-6.36111e-015,20,0,1.59028e-015,3.18055e-015,1.11319e-014
3.18055e-015,20,-3.18055e-015,2.38542e-015,-8.82781e-032,1.59028e-015
3.18055e-015,20,-3.18055e-015,1.98785e-015,3.53113e-031,-6.36111e-015
9.54166e-015,20,6.36111e-015,-8.05078e-015,-5.29669e-031,3.18055e-015
-0,20,4.77083e-015,-5.96354e-015,0,7.95139e-016
-0,20,-1.11319e-014,-9.54166e-015,0,7.95139e-016
3.18055e-015,20,-7.95139e-016,1.59028e-015,7.95139e-016,-3.37934e-015
6.36111e-015,20,-5.56597e-015,-1.43125e-014,-1.10348e-032,9.93923e-017
-0,20,-1.59028e-015,9.54166e-015,-2.38542e-015,3.97569e-016
-3.18055e-015,20,4.77083e-015,-1.59028e-015,-3.97569e-016,0
3.18055e-015,20,1.59028e-015,1.11319e-014,-1.2424e-017,3.72721e-017
-1.27222e-014,20,3.18055e-015,-0,-1.39149e-015,-1.19271e-015
-6.36111e-015,20,-4.77083e-015,1.59028e-015,9.93923e-016,9.93923e-016
6.36111e-015,20,-3.18055e-015,6.36111e-015,3.97569e-016,3.72721e-016
-3.18055e-015,20,3.18055e-015,9.54166e-015,5.51738e-033,9.93923e-017
3.18055e-015,20,3.18055e-015,4.77083e-015,3.97569e-016,1.98785e-016
-3.18055e-015,20,-3.18055e-015,6.36111e-015,1.59028e-015,-2.38542e-015
3.18055e-015,20,1.59028e-015,1.59028e-015,7.95139e-016,7.95139e-016
-0,20,0,5.56597e-015,7.95139e-016,-5.96354e-016
-0,20,-3.18055e-015,-1.51076e-014,-3.97569e-015,-3.47873e-015
-0,20,-2.78299e-015,-7.95139e-016,2.78299e-015,6.95746e-016
-1.59028e-015,20,8.34896e-015,1.98785e-015,1.78906e-015,4.67144e-015
7.95139e-016,20,-9.93923e-015,5.96354e-016,7.95139e-016,-2.38542e-015
-2.38542e-015,20,-1.27222e-014,-1.86858e-014,-1.59028e-015,4.07509e-015
-1.98785e-015,20,1.66979e-014,-2.98177e-016,4.77083e-015,1.10325e-014
1.98785e-016,20,3.27995e-015,3.42904e-015,1.20693e-033,-3.47873e-016
1.39149e-015,20,-3.77691e-015,3.57812e-015,3.18055e-015,-3.47873e-015
-1.98785e-015,20,-1.98785e-015,-2.42145e-014,1.51728e-031,4.37326e-015
-2.78299e-015,20,-5.1684e-015,1.27968e-014,3.18055e-015,9.93923e-015
-0,20,7.95139e-015,1.30204e-014,0,9.14409e-015
5.56597e-015,20,-5.56597e-015,-3.67752e-015,4.6346e-031,-4.77083e-015
5.56597e-015,20,-4.77083e-015,4.17448e-015,-3.18055e-015,-8.74653e-015
3.97569e-015,20,3.97569e-015,3.18055e-015,-3.18055e-015,2.38542e-015
-0,20,3.18055e-015,-3.97569e-016,-3.18055e-015,3.97569e-015
1.59028e-015,20,1.59028e-015,2.5842e-015,-3.18055e-015,-2.38542e-015
-0,20,-1.59028e-015,-3.77691e-015,9.54166e-015,-1.59028e-015
-1.59028e-015,20,1.59028e-015,-8.54774e-015,-3.18055e-015,-5.56597e-015
1.59028e-015,20,4.77083e-015,-8.74653e-015,-6.36111e-015,-2.38542e-015
3.18055e-015,20,-4.77083e-015,-3.18055e-015,3.18055e-015,-7.95139e-016
3.18055e-015,20,1.59028e-015,1.39149e-014,-9.54166e-015,1.59028e-015
4.77083e-015,20,6.36111e-015,1.55052e-014,-6.36111e-015,2.38542e-015
1.59028e-015,20,-1.59028e-015,-4.77083e-015,-6.36111e-015,0
-1.59028e-015,20,0,-4.77083e-015,4.41391e-032,1.59028e-015
-7.95139e-015,20,0,-1.07344e-014,4.41391e-031,3.18055e-015
-6.36111e-015,20,1.59028e-015,-1.98785e-015,-5.29669e-031,-4.77083e-015
1.59028e-015,20,1.59028e-015,7.95139e-016,3.18055e-015,-1.59028e-015
1.59028e-015,20,3.18055e-015,8.74653e-015,3.18055e-015,4.77083e-015
-1.59028e-015,20,0,1.59028e-015,4.41391e-032,1.59028e-015
1.59028e-015,20,3.18055e-015,8.74653e-015,3.18055e-015,1.59028e-015
-6.36111e-015,20,0,7.15625e-015,-3.18055e-015,-1.59028e-015
-3.18055e-015,20,0,1.03368e-014,-6.36111e-015,1.59028e-015
-6.36111e-015,20,3.18055e-015,1.59028e-015,3.18055e-015,-1.59028e-015
-0,20,-6.36111e-015,-8.74653e-015,6.36111e-015,-4.77083e-015
3.18055e-015,20,-3.18055e-015,-7.95139e-016,1.76556e-031,-3.18055e-015
-0,20,-3.18055e-015,-1.59028e-015,-3.18055e-015,-1.59028e-015
3.18055e-015,20,3.18055e-015,3.18055e-015,-3.18055e-015,0
3.18055e-015,20,-3.18055e-015,1.59028e-015,-8.82781e-032,1.59028e-015
6.36111e-015,20,-6.36111e-015,-1.47101e-014,-3.53113e-031,3.18055e-015
6.36111e-015,20,6.36111e-015,9.54166e-015,6.36111e-015,-3.18055e-015
3.18055e-015,20,-6.36111e-015,4.77083e-015,-8.82781e-032,1.59028e-015
-3.18055e-015,20,0,-3.97569e-015,-3.18055e-015,0
-3.18055e-015,20,3.18055e-015,3.97569e-015,6.36111e-015,-1.59028e-015
-0,20,-6.36111e-015,-1.59028e-015,6.36111e-015,1.59028e-015
-0,20,-3.18055e-015,-4.77083e-015,-0,-1.59028e-015
9.54166e-015,20,0,7.95139e-015,3.18055e-015,3.18055e-015
-3.18055e-015,20,-3.18055e-015,-7.95139e-016,-3.18055e-015,-4.77083e-015
6.36111e-015,20,0,-7.95139e-015,-3.18055e-015,0
3.18055e-015,20,0,7.15625e-015,3.18055e-015,4.77083e-015
-3.18055e-015,20,-6.36111e-015,-1.59028e-015,3.18055e-015,0
-3.18055e-015,20,3.18055e-015,-9.54166e-015,3.18055e-015,7.95139e-015
-6.36111e-015,20,-6.36111e-015,-1.11319e-014,3.18055e-015,-4.77083e-015
-0,20,-3.18055e-015,6.36111e-015,3.18055e-015,-6.36111e-015
-0,20,0,-8.74653e-015,1.27222e-014,0
-0,20,-3.18055e-015,7.95139e-016,0,0
-3.18055e-015,20,-3.18055e-015,-1.43125e-014,3.18055e-015,0
9.54166e-015,20,-3.18055e-015,3.18055e-015,-6.36111e-015,0
-0,20,-3.18055e-015,-6.36111e-015,-0,-3.18055e-015
3.18055e-015,20,0,5.56597e-015,-3.18055e-015,1.59028e-015
3.18055e-015,20,-6.36111e-015,-3.18055e-015,3.18055e-015,-1.59028e-015
-3.18055e-015,20,3.18055e-015,-2.78299e-015,-1.76556e-031,-3.18055e-015
-3.18055e-015,20,-3.18055e-015,-3.57812e-015,3.18055e-015,0
3.18055e-015,20,-9.54166e-015,-5.96354e-015,-0,0
-0,20,6.36111e-015,1.98785e-015,-3.18055e-015,6.36111e-015
-0,20,0,4.77083e-015,0,1.59028e-015
-0,20,-3.18055e-015,-5.96354e-015,6.36111e-015,7.95139e-015
-6.36111e-015,20,0,1.51076e-014,-3.18055e-015,0
6.36111e-015,20,-6.36111e-015,-8.34896e-015,-0,0
3.18055e-015,20,-6.36111e-015,-8.74653e-015,-3.18055e-015,-1.59028e-015
-0,20,0,-4.77083e-015,0,4.77083e-015
-0,20,3.18055e-015,-0,-6.36111e-015,1.59028e-015
6.36111e-015,20,0,7.95139e-016,-3.18055e-015,0
3.18055e-015,20,3.18055e-015,-3.57812e-015,6.36111e-015,3.18055e-015
1.59028e-015,20,1.27222e-014,1.55052e-014,3.18055e-015,3.18055e-015
1.11319e-014,20,-6.36111e-015,-1.07344e-014,-9.2692e-031,4.77083e-015
-0,20,3.18055e-015,7.95139e-016,3.18055e-015,1.59028e-015
-3.18055e-015,20,3.18055e-015,-3.97569e-015,6.36111e-015,4.77083e-015
-4.77083e-015,20,-6.36111e-015,3.18055e-015,-3.18055e-015,-1.59028e-015
4.77083e-015,20,3.18055e-015,8.74653e-015,5.29669e-031,-6.36111e-015
-4.77083e-015,20,-3.18055e-015,-4.77083e-015,0,0
1.59028e-015,20,-3.18055e-015,-1.27222e-014,-3.18055e-015,-3.18055e-015
-0,20,0,3.18055e-015,0,0
6.36111e-015,20,-3.18055e-015,-4.77083e-015,-6.36111e-015,0
3.18055e-015,20,-3.18055e-015,1.59028e-015,-6.36111e-015,3.18055e-015
7.95139e-016,20,3.18055e-015,-0,8.82781e-032,-6.36111e-015
-3.97569e-015,20,6.36111e-015,4.77083e-015,3.18055e-015,6.36111e-015
7.95139e-016,20,-3.18055e-015,-0,3.18055e-015,0
-3.18055e-015,20,0,4.77083e-015,-1.59028e-015,0
-5.56597e-015,20,3.18055e-015,1.11319e-014,1.54487e-031,1.59028e-015
6.36111e-015,20,1.59028e-015,3.18055e-015,-1.76556e-031,1.59028e-015
4.77083e-015,20,-1.59028e-015,3.97569e-015,9.54166e-015,-4.77083e-015
-7.95139e-016,20,-7.95139e-015,-1.59028e-015,-3.18055e-015,0
-2.38542e-015,20,-1.59028e-015,-7.95139e-015,3.18055e-015,-3.18055e-015
-7.95139e-016,20,-6.36111e-015,-3.97569e-015,3.18055e-015,7.95139e-016
-3.97569e-016,20,2.38542e-015,2.78299e-015,-3.18055e-015,7.95139e-016
-2.78299e-015,20,-4.77083e-015,6.55989e-015,6.36111e-015,-1.59028e-015
2.78299e-015,20,-3.18055e-015,-6.95746e-015,-0,0
-3.18055e-015,20,7.95139e-016,-8.34896e-015,9.54166e-015,-3.97569e-016
-2.38542e-015,20,-1.59028e-015,1.59028e-015,3.18055e-015,7.95139e-016
-7.95139e-016,20,-2.38542e-015,-1.59028e-015,-9.54166e-015,0
-7.95139e-016,20,-7.95139e-016,8.34896e-015,3.18055e-015,0
-3.18055e-015,20,0,-1.11319e-014,-3.18055e-015,7.95139e-016
3.97569e-016,20,1.59028e-015,1.23246e-014,-6.36111e-015,0
-1.59028e-015,20,-1.59028e-015,3.57812e-015,3.18055e-015,-7.95139e-016
-3.97569e-016,20,-1.59028e-015,-5.76476e-015,8.27607e-033,1.19271e-015
-1.19271e-015,20,0,-7.55382e-015,9.54166e-015,3.97569e-016
1.98785e-015,20,7.95139e-016,1.77912e-014,-3.18055e-015,-2.38542e-015
-9.93923e-016,20,-7.15625e-015,-1.81391e-015,6.36111e-015,-7.95139e-016
-3.77691e-015,20,-4.57205e-015,-2.78299e-015,-3.18055e-015,2.98177e-015
1.2921e-015,20,-2.03754e-015,4.17448e-015,3.18055e-015,-3.47873e-016
-1.2921e-015,20,1.68967e-015,1.98785e-016,-2.91387e-032,-1.2921e-015
-1.39149e-015,20,-1.98785e-015,7.55382e-015,-6.36111e-015,1.39149e-015
-7.95139e-016,20,-2.78299e-015,-3.97569e-015,-3.18055e-015,-7.95139e-016
3.97569e-016,20,1.59028e-015,7.95139e-016,-3.18055e-015,3.97569e-016
-9.93923e-016,20,-1.98785e-015,4.96962e-015,-1.59028e-014,1.78906e-015
4.47266e-016,20,-1.98785e-015,2.98177e-015,9.31058e-033,-1.19271e-015
-4.22417e-016,20,2.95692e-015,7.45443e-015,3.18055e-015,2.48481e-017
-3.8266e-015,20,-4.96962e-016,-9.24349e-015,6.36111e-015,1.09332e-015
9.93923e-016,20,-1.98785e-016,4.07509e-015,-3.44836e-033,1.98785e-016
-3.97569e-016,20,1.39149e-015,-8.57259e-015,3.18055e-015,7.95139e-016
2.5842e-015,20,3.97569e-016,1.49089e-016,-3.18055e-015,-7.95139e-016
-2.78299e-015,20,-1.59028e-015,-7.55382e-015,-3.18055e-015,3.97569e-016
-1.98785e-015,20,3.18055e-015,2.5842e-015,3.18055e-015,3.18055e-015
2.38542e-015,20,-2.38542e-015,-7.95139e-016,3.18055e-015,-2.38542e-015
3.18055e-015,20,1.59028e-015,7.95139e-015,3.18055e-015,-1.59028e-015
-0,20,3.18055e-015,-3.57812e-015,-3.18055e-015,-7.95139e-016
-3.18055e-015,20,0,-7.95139e-016,-6.36111e-015,-1.59028e-015
-0,20,0,8.74653e-015,0,3.18055e-015
-0,20,0,-3.18055e-015,0,0
-3.18055e-015,20,-6.36111e-015,-7.95139e-016,9.54166e-015,1.59028e-015
-1.59028e-015,20,1.59028e-015,-2.38542e-015,-6.36111e-015,-7.95139e-016
7.95139e-016,20,0,5.1684e-015,-6.36111e-015,0
-2.38542e-015,20,-1.59028e-015,-4.77083e-015,3.18055e-015,-1.59028e-015
-0,20,3.18055e-015,1.59028e-015,3.18055e-015,3.18055e-015
1.59028e-015,20,0,-3.97569e-015,-3.18055e-015,0
-3.18055e-015,20,3.18055e-015,1.43125e-014,6.36111e-015,1.59028e-015
-1.59028e-015,20,1.59028e-015,-3.18055e-015,-6.36111e-015,0
2.38542e-015,20,-1.59028e-015,3.18055e-015,6.62086e-032,-1.59028e-015
3.18055e-015,20,6.36111e-015,1.59028e-015,3.18055e-015,1.59028e-015
-6.36111e-015,20,6.36111e-015,4.77083e-015,-6.36111e-015,3.18055e-015
-3.18055e-015,20,3.18055e-015,-9.54166e-015,0,0
