A,B,C,D,E,F
-0,20,-4.77083e-015,-6.36111e-015,-3.18055e-015,0
-0,20,3.18055e-015,3.18055e-015,3.18055e-015,1.59028e-015
-0,20,1.59028e-015,4.77083e-015,-3.18055e-015,0
1.59028e-015,20,0,7.95139e-015,-4.41391e-032,1.59028e-015
-1.59028e-015,20,-1.59028e-015,-3.18055e-015,6.36111e-015,-3.18055e-015
1.59028e-015,20,-3.18055e-015,-7.95139e-015,3.18055e-015,-1.59028e-015
-3.18055e-015,20,1.59028e-015,-3.18055e-015,-3.18055e-015,-3.18055e-015
-2.38542e-015,20,1.59028e-015,-3.18055e-015,-1.32417e-031,-3.18055e-015
1.59028e-015,20,-1.59028e-015,-1.59028e-015,-0,0
-3.18055e-015,20,1.59028e-015,-0,0,0
-1.59028e-015,20,1.59028e-015,7.95139e-015,-3.18055e-015,1.59028e-015
7.95139e-016,20,0,1.59028e-015,-3.18055e-015,0
-7.95139e-016,20,1.59028e-015,1.11319e-014,3.18055e-015,0
-7.95139e-016,20,1.59028e-015,-3.18055e-015,2.20695e-032,1.59028e-015
-1.59028e-015,20,-6.36111e-015,-6.36111e-015,-3.18055e-015,-1.59028e-015
-0,20,0,1.59028e-015,0,1.59028e-015
7.95139e-016,20,1.59028e-015,-0,-0,0
-1.59028e-015,20,1.59028e-015,-0,6.36111e-015,1.59028e-015
-7.95139e-016,20,-3.18055e-015,1.59028e-015,2.20695e-032,1.59028e-015
7.95139e-016,20,-1.59028e-015,-6.36111e-015,-3.18055e-015,3.18055e-015
3.18055e-015,20,1.59028e-015,-7.95139e-015,-3.18055e-015,4.77083e-015
7.95139e-016,20,1.59028e-015,-1.59028e-015,-3.18055e-015,0
1.59028e-015,20,0,6.36111e-015,-6.36111e-015,0
2.38542e-015,20,0,1.27222e-014,3.18055e-015,-1.59028e-015
3.97569e-015,20,3.18055e-015,-0,-6.36111e-015,0
-0,20,-3.18055e-015,-0,-3.18055e-015,-1.59028e-015
-7.95139e-016,20,-3.18055e-015,-4.77083e-015,3.18055e-015,0
-1.59028e-015,20,0,-0,4.41391e-032,1.59028e-015
7.95139e-016,20,1.59028e-015,3.18055e-015,3.18055e-015,-1.59028e-015
7.95139e-016,20,1.59028e-015,9.54166e-015,-3.18055e-015,3.18055e-015
-7.95139e-016,20,-1.59028e-015,3.18055e-015,6.36111e-015,1.59028e-015
-1.19271e-015,20,-1.59028e-015,-4.77083e-015,-6.36111e-015,0
-0,20,-1.59028e-015,9.54166e-015,0,1.59028e-015
3.97569e-016,20,3.18055e-015,1.27222e-014,-6.36111e-015,1.59028e-015
-0,20,3.18055e-015,1.27222e-014,-3.18055e-015,-1.59028e-015
1.59028e-015,20,0,1.11319e-014,-4.41391e-032,1.59028e-015
1.59028e-015,20,-1.59028e-015,-1.59028e-015,8.82781e-032,-3.18055e-015
1.19271e-015,20,0,6.36111e-015,-6.62086e-032,3.18055e-015
7.95139e-016,20,-1.59028e-015,-6.36111e-015,-3.18055e-015,1.59028e-015
-0,20,1.59028e-015,3.18055e-015,0,0
7.95139e-016,20,1.59028e-015,-4.77083e-015,3.18055e-015,1.59028e-015
-0,20,0,-0,-0,-1.59028e-015
-3.97569e-016,20,-1.59028e-015,-4.77083e-015,0,0
-7.95139e-016,20,-1.59028e-015,-1.59028e-015,-3.18055e-015,-1.59028e-015
-0,20,-3.18055e-015,4.77083e-015,-6.36111e-015,0
-3.97569e-016,20,-1.59028e-015,-4.77083e-015,-2.20695e-032,-3.18055e-015
7.95139e-016,20,0,-6.36111e-015,-3.18055e-015,1.59028e-015
7.95139e-016,20,3.18055e-015,4.77083e-015,3.18055e-015,0
-0,20,-1.59028e-015,-3.18055e-015,0,1.59028e-015
-0,20,1.59028e-015,6.36111e-015,-6.36111e-015,1.59028e-015
-3.97569e-016,20,-1.59028e-015,-4.77083e-015,1.10348e-032,1.59028e-015
3.97569e-016,20,-3.18055e-015,-6.36111e-015,1.10348e-032,-1.59028e-015
-7.95139e-016,20,-6.36111e-015,-1.90833e-014,-3.18055e-015,-3.18055e-015
-3.97569e-016,20,1.59028e-015,2.3059e-014,-3.18055e-015,-7.95139e-016
-3.97569e-016,20,3.18055e-015,1.59028e-015,-5.51738e-033,-7.95139e-016
-7.95139e-016,20,3.18055e-015,-6.36111e-015,-3.18055e-015,7.95139e-016
3.97569e-016,20,0,-1.27222e-014,3.18055e-015,1.59028e-015
7.95139e-016,20,-1.59028e-015,2.38542e-015,-0,0
-0,20,3.18055e-015,1.19271e-014,-3.18055e-015,-1.59028e-015
-7.95139e-016,20,-1.59028e-015,-3.18055e-015,3.18055e-015,1.59028e-015
-0,20,4.77083e-015,1.03368e-014,6.36111e-015,-1.59028e-015
-3.97569e-016,20,-4.77083e-015,-1.43125e-014,-3.31043e-032,-4.77083e-015
-1.59028e-015,20,-1.59028e-015,6.36111e-015,-4.41391e-032,-1.59028e-015
1.59028e-015,20,-3.18055e-015,-9.54166e-015,3.18055e-015,3.18055e-015
-7.95139e-016,20,1.59028e-015,3.18055e-015,3.18055e-015,-1.59028e-015
-7.95139e-016,20,-4.77083e-015,-6.36111e-015,6.36111e-015,-3.18055e-015
-3.97569e-016,20,-4.77083e-015,-3.18055e-015,-3.18055e-015,-4.77083e-015
-3.97569e-016,20,1.59028e-015,5.56597e-015,-3.18055e-015,1.59028e-015
3.97569e-016,20,0,4.77083e-015,1.10348e-032,-1.59028e-015
7.95139e-016,20,-3.18055e-015,7.95139e-016,3.18055e-015,7.95139e-016
7.95139e-016,20,0,-7.95139e-016,-3.18055e-015,-1.59028e-015
-3.97569e-016,20,0,2.38542e-015,6.36111e-015,0
-0,20,-1.59028e-015,7.95139e-015,3.18055e-015,0
-1.59028e-015,20,-1.59028e-015,-1.19271e-014,3.18055e-015,-1.59028e-015
3.97569e-016,20,-1.59028e-015,7.95139e-016,-2.20695e-032,3.18055e-015
-7.95139e-016,20,1.59028e-015,-7.95139e-016,-2.20695e-032,-1.59028e-015
3.97569e-016,20,1.59028e-015,7.95139e-016,-6.36111e-015,0
-3.97569e-016,20,3.18055e-015,1.59028e-015,1.10348e-032,1.59028e-015
7.95139e-016,20,1.59028e-015,7.95139e-015,-0,0
-7.95139e-016,20,0,6.36111e-015,0,0
3.97569e-016,20,1.59028e-015,1.27222e-014,3.18055e-015,3.18055e-015
7.95139e-016,20,4.77083e-015,7.95139e-015,-3.18055e-015,3.18055e-015
-3.97569e-016,20,1.59028e-015,-4.77083e-015,1.10348e-032,1.59028e-015
-1.19271e-015,20,1.59028e-015,-7.95139e-016,0,0
-3.97569e-016,20,1.59028e-015,1.59028e-015,2.20695e-032,3.18055e-015
3.97569e-016,20,1.59028e-015,1.27222e-014,3.18055e-015,1.59028e-015
-0,20,1.59028e-015,-5.56597e-015,0,0
3.97569e-016,20,0,-1.59028e-015,-0,0
-3.97569e-016,20,-1.59028e-015,-4.77083e-015,6.36111e-015,-3.18055e-015
3.97569e-016,20,0,-6.36111e-015,3.18055e-015,1.59028e-015
-7.95139e-016,20,1.59028e-015,1.59028e-015,-3.18055e-015,0
-0,20,0,-1.59028e-015,-3.18055e-015,-1.59028e-015
-1.19271e-015,20,3.18055e-015,-6.36111e-015,-6.62086e-032,-3.18055e-015
-3.97569e-016,20,-1.59028e-015,-1.90833e-014,3.18055e-015,3.18055e-015
-0,20,0,-3.18055e-015,3.18055e-015,1.59028e-015
-3.97569e-016,20,3.18055e-015,7.95139e-015,-2.20695e-032,-3.18055e-015
-1.19271e-015,20,1.59028e-015,7.95139e-016,3.18055e-015,-1.59028e-015
-7.95139e-016,20,-1.59028e-015,-1.35174e-014,-2.20695e-032,-1.59028e-015
7.95139e-016,20,1.59028e-015,-7.95139e-016,-3.18055e-015,1.59028e-015
-7.95139e-016,20,1.59028e-015,-2.38542e-015,6.36111e-015,0
-0,20,-3.18055e-015,-1.66979e-014,-0,-1.59028e-015
-7.95139e-016,20,1.59028e-015,-7.95139e-015,-3.18055e-015,0
-7.95139e-016,20,-1.59028e-015,-7.15625e-015,-6.36111e-015,0
7.95139e-016,20,-1.59028e-015,-5.56597e-015,-2.20695e-032,1.59028e-015
-7.95139e-016,20,1.59028e-015,8.74653e-015,4.41391e-032,3.18055e-015
-1.19271e-015,20,3.18055e-015,-3.18055e-015,6.36111e-015,0
-0,20,1.59028e-015,3.18055e-015,-3.18055e-015,-1.59028e-015
-7.95139e-016,20,3.18055e-015,7.95139e-016,-3.18055e-015,3.18055e-015
-1.19271e-015,20,0,4.77083e-015,0,0
3.97569e-016,20,1.59028e-015,1.27222e-014,-1.10348e-032,1.59028e-015
-0,20,0,-3.97569e-015,-3.18055e-015,-1.59028e-015
-0,20,1.59028e-015,-0,-6.36111e-015,0
-7.95139e-016,20,1.59028e-015,7.95139e-016,0,0
-3.97569e-016,20,-1.59028e-015,-1.51076e-014,1.10348e-032,1.59028e-015
-3.97569e-016,20,0,7.95139e-016,-3.18055e-015,0
-0,20,-1.59028e-015,-7.15625e-015,-3.18055e-015,-1.59028e-015
-7.95139e-016,20,1.59028e-015,6.36111e-015,6.36111e-015,-1.59028e-015
-1.59028e-015,20,-3.18055e-015,-9.54166e-015,-3.18055e-015,-3.18055e-015
-0,20,-3.18055e-015,-7.95139e-016,3.18055e-015,0
-7.95139e-016,20,3.18055e-015,7.15625e-015,3.18055e-015,0
-3.97569e-016,20,3.18055e-015,1.11319e-014,6.36111e-015,1.59028e-015
3.97569e-016,20,0,-0,3.18055e-015,-3.18055e-015
-0,20,0,9.54166e-015,-3.18055e-015,-1.59028e-015
-3.97569e-016,20,0,1.59028e-015,0,0
-0,20,6.36111e-015,3.18055e-015,-1.59028e-015,3.18055e-015
-3.97569e-016,20,-1.59028e-015,-7.95139e-016,1.59028e-015,0
7.95139e-016,20,0,-2.38542e-015,-1.59028e-015,0
-0,20,-1.59028e-015,1.59028e-015,-0,-3.18055e-015
-0,20,3.18055e-015,4.77083e-015,-3.18055e-015,1.59028e-015
-0,20,-3.18055e-015,-3.97569e-015,-0,-1.59028e-015
-7.95139e-016,20,-1.59028e-015,-0,4.77083e-015,-1.59028e-015
-0,20,-3.18055e-015,-6.36111e-015,0,0
-3.97569e-016,20,-1.59028e-015,-9.54166e-015,3.18055e-015,0
-0,20,0,-1.11319e-014,-1.59028e-015,1.59028e-015
-0,20,0,-3.18055e-015,-1.59028e-015,1.59028e-015
-7.95139e-016,20,1.59028e-015,7.95139e-016,-1.59028e-015,-1.59028e-015
-0,20,-3.18055e-015,-7.15625e-015,3.18055e-015,-3.18055e-015
-0,20,-1.59028e-015,-6.36111e-015,-6.36111e-015,1.59028e-015
-3.97569e-016,20,-1.59028e-015,1.59028e-015,-1.59028e-015,0
-3.97569e-016,20,-3.18055e-015,-4.77083e-015,3.18055e-015,-3.18055e-015
-0,20,-1.59028e-015,3.97569e-015,-3.18055e-015,-1.59028e-015
-0,20,-3.18055e-015,-3.97569e-015,3.18055e-015,-3.18055e-015
-3.97569e-016,20,3.18055e-015,-0,-3.18055e-015,1.59028e-015
3.97569e-016,20,-3.18055e-015,-3.18055e-015,3.18055e-015,-1.59028e-015
5.96354e-016,20,0,1.03368e-014,-8.27607e-033,7.95139e-016
-0,20,-1.59028e-015,2.38542e-015,4.77083e-015,-1.59028e-015
-1.98785e-016,20,-7.95139e-016,3.18055e-015,3.18055e-015,-1.59028e-015
-1.98785e-016,20,0,4.77083e-015,-1.59028e-015,7.95139e-016
5.96354e-016,20,1.59028e-015,-1.59028e-015,3.18055e-015,3.18055e-015
-7.95139e-016,20,1.59028e-015,-3.97569e-015,3.18055e-015,4.77083e-015
5.96354e-016,20,0,1.59028e-015,1.59028e-015,-1.59028e-015
-0,20,3.18055e-015,7.95139e-016,1.59028e-015,1.59028e-015
-3.97569e-016,20,0,-0,1.59028e-015,-3.18055e-015
1.98785e-016,20,3.18055e-015,7.95139e-015,3.18055e-015,1.59028e-015
-3.97569e-016,20,0,-1.43125e-014,-2.20695e-032,-3.18055e-015
9.93923e-016,20,0,1.59028e-015,-1.59028e-015,1.59028e-015
-3.97569e-016,20,-3.18055e-015,-0,1.59028e-015,0
7.95139e-016,20,-1.59028e-015,-1.11319e-014,-1.59028e-015,3.18055e-015
-0,20,0,1.27222e-014,0,0
3.97569e-016,20,0,1.59028e-015,-3.18055e-015,-1.59028e-015
-1.98785e-016,20,-1.59028e-015,1.59028e-015,-1.59028e-015,-3.18055e-015
-3.97569e-016,20,-3.18055e-015,1.59028e-015,-3.18055e-015,1.59028e-015
3.97569e-016,20,1.59028e-015,4.77083e-015,-1.59028e-015,-1.59028e-015
-3.97569e-016,20,-4.77083e-015,-3.18055e-015,-1.59028e-015,-1.59028e-015
7.95139e-016,20,0,1.59028e-014,3.18055e-015,0
7.95139e-016,20,0,-3.18055e-015,-2.20695e-032,1.59028e-015
-3.97569e-016,20,0,-1.74931e-014,1.59028e-015,-1.59028e-015
3.97569e-016,20,0,1.59028e-015,-0,0
-0,20,-1.59028e-015,3.18055e-015,0,1.59028e-015
3.97569e-016,20,-1.59028e-015,-3.18055e-015,1.10348e-032,-1.59028e-015
-1.19271e-015,20,-1.59028e-015,7.95139e-015,-3.31043e-032,-1.59028e-015
-3.97569e-016,20,0,3.18055e-015,-1.59028e-015,-1.59028e-015
5.96354e-016,20,0,7.95139e-016,-0,0
7.95139e-016,20,0,-1.43125e-014,1.59028e-015,3.18055e-015
7.95139e-016,20,1.59028e-015,6.36111e-015,-0,0
-0,20,3.18055e-015,7.95139e-016,0,3.18055e-015
3.97569e-016,20,-1.59028e-015,5.56597e-015,1.59028e-015,0
3.97569e-016,20,-1.59028e-015,2.38542e-015,4.77083e-015,-3.18055e-015
-1.19271e-015,20,-1.59028e-015,-3.97569e-015,-3.31043e-032,-1.59028e-015
3.97569e-016,20,0,-0,3.18055e-015,1.59028e-015
-3.97569e-016,20,1.59028e-015,-8.74653e-015,-1.59028e-015,-7.95139e-016
1.98785e-016,20,2.38542e-015,5.56597e-015,3.18055e-015,1.59028e-015
1.98785e-016,20,7.95139e-016,-3.18055e-015,-8.27607e-033,2.38542e-015
1.98785e-016,20,-1.59028e-015,3.18055e-015,-0,0
3.97569e-016,20,1.59028e-015,4.77083e-015,-3.18055e-015,-7.95139e-016
3.97569e-016,20,-7.95139e-016,-3.18055e-015,3.18055e-015,7.95139e-016
3.97569e-016,20,-7.95139e-016,-1.59028e-015,-3.18055e-015,1.59028e-015
3.97569e-016,20,7.95139e-016,2.38542e-015,-0,0
3.97569e-016,20,-1.59028e-015,-3.18055e-015,6.36111e-015,7.95139e-016
-0,20,1.59028e-015,5.56597e-015,3.18055e-015,7.95139e-016
-0,20,0,6.36111e-015,-3.18055e-015,7.95139e-016
-7.95139e-016,20,-3.97569e-015,-7.95139e-015,-3.18055e-015,-7.95139e-016
-3.97569e-016,20,0,2.38542e-015,-3.18055e-015,7.95139e-016
-0,20,-7.95139e-016,-2.38542e-015,-3.18055e-015,7.95139e-016
-0,20,7.95139e-016,7.95139e-015,3.18055e-015,-7.95139e-016
-0,20,1.59028e-015,-0,0,0
-0,20,-2.38542e-015,7.95139e-016,3.18055e-015,0
-3.97569e-016,20,0,-3.18055e-015,3.18055e-015,-1.59028e-015
-3.97569e-016,20,1.59028e-015,1.43125e-014,5.51738e-033,7.95139e-016
-0,20,-3.97569e-015,-1.11319e-014,-0,-2.38542e-015
7.95139e-016,20,0,3.97569e-015,-0,0
-1.19271e-015,20,-2.38542e-015,3.97569e-015,3.18055e-015,7.95139e-016
3.97569e-016,20,-7.95139e-016,4.77083e-015,-5.51738e-033,7.95139e-016
-9.93923e-016,20,0,2.38542e-015,1.37935e-032,7.95139e-016
1.98785e-016,20,-7.95139e-016,-3.18055e-015,6.36111e-015,-7.95139e-016
1.59028e-015,20,1.59028e-015,-7.95139e-016,-9.54166e-015,7.95139e-016
-0,20,-7.95139e-016,-1.59028e-015,0,7.95139e-016
-0,20,-1.59028e-015,-3.97569e-015,0,0
-0,20,-7.95139e-016,2.38542e-015,-3.18055e-015,-1.19271e-015
1.98785e-016,20,-7.95139e-016,-4.37326e-015,1.37935e-033,-3.97569e-016
-1.39149e-015,20,0,1.03368e-014,1.93108e-032,7.95139e-016
9.93923e-016,20,1.59028e-015,8.34896e-015,3.18055e-015,3.97569e-016
-1.39149e-015,20,-3.97569e-016,-5.1684e-015,1.93108e-032,7.95139e-016
5.96354e-016,20,-1.19271e-015,-3.97569e-015,-1.65521e-032,1.59028e-015
1.98785e-016,20,3.97569e-016,5.56597e-015,6.36111e-015,7.95139e-016
-1.98785e-015,20,1.59028e-015,1.23246e-014,1.37935e-032,3.97569e-016
-2.98177e-015,20,-3.97569e-016,-1.11319e-014,-3.18055e-015,-3.97569e-016
-2.5842e-015,20,-3.97569e-016,1.59028e-015,3.18055e-015,-3.97569e-016
-5.96354e-016,20,-3.97569e-016,-1.98785e-015,-3.18055e-015,-3.97569e-016
7.95139e-016,20,1.98785e-015,2.38542e-015,-3.31043e-032,2.38542e-015
-7.95139e-016,20,7.95139e-016,-0,-3.18055e-015,7.95139e-016
1.98785e-016,20,7.95139e-016,-7.55382e-015,3.18055e-015,-1.19271e-015
-2.78299e-015,20,-7.95139e-016,1.31198e-014,3.18055e-015,1.19271e-015
1.59028e-015,20,2.38542e-015,1.43125e-014,-0,0
5.96354e-016,20,-7.95139e-016,-5.1684e-015,-0,0
-3.97569e-016,20,-7.95139e-016,3.97569e-015,-5.51738e-033,-7.95139e-016
-3.97569e-016,20,-7.95139e-016,-1.39149e-014,3.18055e-015,7.95139e-016
-7.95139e-016,20,-7.95139e-016,-9.93923e-015,-3.18055e-015,0
-1.98785e-016,20,7.95139e-016,-1.59028e-015,-6.36111e-015,1.19271e-015
5.96354e-016,20,2.38542e-015,5.56597e-015,-0,0
-1.19271e-015,20,7.95139e-016,2.78299e-015,8.27607e-033,3.97569e-016
-5.96354e-016,20,-1.59028e-015,-7.95139e-015,3.18055e-015,2.38542e-015
-1.39149e-015,20,0,-8.34896e-015,0,0
-9.93923e-016,20,-7.95139e-016,4.77083e-015,0,0
-3.97569e-016,20,-2.38542e-015,-3.18055e-015,0,0
2.78299e-015,20,-1.59028e-015,1.15295e-014,-3.18055e-015,3.97569e-016
-3.97569e-016,20,7.95139e-016,6.75868e-015,5.51738e-033,7.95139e-016
-3.97569e-016,20,0,-5.56597e-015,-3.18055e-015,0
-2.78299e-015,20,0,4.77083e-015,-3.18055e-015,7.95139e-016
-3.97569e-016,20,-7.95139e-016,-3.97569e-015,1.10348e-032,1.59028e-015
-3.97569e-016,20,-7.95139e-016,2.38542e-015,0,0
7.95139e-016,20,1.59028e-015,1.59028e-015,3.18055e-015,7.95139e-016
-1.98785e-015,20,-1.59028e-015,-3.97569e-015,5.51738e-032,1.59028e-015
-0,20,0,5.56597e-015,-6.36111e-015,0
7.95139e-016,20,0,1.35174e-014,-3.18055e-015,0
-3.97569e-016,20,-2.38542e-015,-1.98785e-015,-1.37935e-032,-1.98785e-015
-0,20,1.59028e-015,6.36111e-015,-3.18055e-015,0
3.97569e-016,20,7.95139e-016,-4.77083e-015,9.54166e-015,0
1.59028e-015,20,-7.95139e-016,4.77083e-015,9.54166e-015,1.59028e-015
-0,20,1.59028e-015,6.36111e-015,-6.36111e-015,0
-3.97569e-016,20,1.59028e-015,-8.74653e-015,3.18055e-015,-7.95139e-016
7.95139e-016,20,-7.95139e-016,-4.77083e-015,-9.54166e-015,0
-0,20,7.95139e-016,-1.59028e-015,3.18055e-015,-1.59028e-015
-0,20,3.18055e-015,-7.15625e-015,-3.18055e-015,0
-3.97569e-016,20,-5.56597e-015,-1.19271e-014,-6.36111e-015,-1.59028e-015
-0,20,7.95139e-016,8.34896e-015,0,0
-7.95139e-016,20,0,-1.59028e-015,-2.20695e-032,-1.59028e-015
-0,20,-1.59028e-015,-4.37326e-015,3.18055e-015,-7.95139e-016
-0,20,-7.95139e-016,3.18055e-015,-3.18055e-015,0
7.95139e-016,20,-1.59028e-015,-3.18055e-015,1.10348e-032,-7.95139e-016
-7.95139e-016,20,7.95139e-016,-5.1684e-015,-3.18055e-015,0
1.59028e-015,20,-7.95139e-016,1.59028e-015,-3.18055e-015,7.95139e-016
-7.95139e-016,20,3.18055e-015,1.59028e-015,-3.18055e-015,2.38542e-015
1.59028e-015,20,0,-7.15625e-015,6.36111e-015,7.95139e-016
7.95139e-016,20,1.59028e-015,1.35174e-014,-6.36111e-015,7.95139e-016
-0,20,0,1.59028e-015,-0,-7.95139e-016
-7.95139e-016,20,-7.95139e-016,-3.18055e-015,-3.18055e-015,7.95139e-016
1.59028e-015,20,1.59028e-015,-1.19271e-015,1.27222e-014,7.95139e-016
7.95139e-016,20,0,1.98785e-015,-1.10348e-032,7.95139e-016
-0,20,-2.38542e-015,-1.15295e-014,1.27222e-014,0
-7.95139e-016,20,2.38542e-015,3.57812e-015,0,0
-0,20,2.38542e-015,9.14409e-015,6.36111e-015,-7.95139e-016
-7.95139e-016,20,0,-1.59028e-014,3.18055e-015,7.95139e-016
7.95139e-016,20,-3.18055e-015,-9.54166e-015,-9.54166e-015,0
-7.95139e-016,20,7.95139e-016,3.97569e-015,3.18055e-015,0
-1.59028e-015,20,7.95139e-016,7.95139e-016,3.18055e-015,-1.59028e-015
-0,20,-1.59028e-015,-1.51076e-014,0,7.95139e-016
-7.95139e-016,20,1.59028e-015,1.19271e-015,-1.10348e-032,-7.95139e-016
7.95139e-016,20,1.59028e-015,1.19271e-014,-9.54166e-015,1.19271e-015
-0,20,-1.19271e-015,-5.1684e-015,3.18055e-015,3.97569e-016
-3.97569e-016,20,0,-8.74653e-015,-6.36111e-015,3.97569e-016
-1.98785e-016,20,0,-8.74653e-015,1.59028e-014,3.97569e-016
1.98785e-016,20,3.97569e-016,-3.37934e-015,-6.36111e-015,-3.97569e-016
1.98785e-016,20,-7.95139e-016,-1.78906e-015,-0,0
1.98785e-016,20,-1.78906e-015,1.98785e-016,-3.18055e-015,-3.97569e-016
1.98785e-016,20,1.78906e-015,5.56597e-015,-3.18055e-015,-2.98177e-016
-0,20,2.5842e-015,1.07344e-014,-0,-1.98785e-016
-9.93923e-017,20,2.18663e-015,8.34896e-015,3.18055e-015,-2.98177e-016
2.98177e-016,20,-3.97569e-016,-3.77691e-015,-3.18055e-015,1.98785e-016
9.93923e-017,20,-1.2921e-015,-1.19271e-015,-3.18055e-015,9.93923e-017
4.96962e-017,20,-1.98785e-016,-1.19271e-015,-4.31046e-035,4.96962e-017
-4.96962e-017,20,9.93923e-016,4.57205e-015,1.29314e-034,1.49089e-016
-9.93923e-017,20,-6.95746e-016,-4.96962e-015,-6.36111e-015,-9.93923e-017
-0,20,-1.39149e-015,7.95139e-016,3.18055e-015,0
1.98785e-016,20,1.68967e-015,1.59028e-015,-1.27222e-014,-1.98785e-016
9.93923e-017,20,0,3.37934e-015,-9.54166e-015,2.98177e-016
3.97569e-016,20,1.19271e-015,3.77691e-015,-0,0
1.98785e-016,20,-3.97569e-016,4.96962e-015,-6.89673e-034,1.98785e-016
-1.98785e-016,20,1.98785e-016,-3.97569e-015,-3.18055e-015,0
1.98785e-016,20,3.97569e-016,4.96962e-015,-3.18055e-015,5.96354e-016
-0,20,3.97569e-016,9.93923e-016,0,1.98785e-016
5.96354e-016,20,1.98785e-016,-1.39149e-015,2.06902e-033,-1.98785e-016
3.97569e-016,20,5.96354e-016,1.98785e-016,-6.36111e-015,0
9.93923e-017,20,-2.18663e-015,-4.57205e-015,-9.54166e-015,1.98785e-016
9.93923e-017,20,-1.39149e-015,-1.03368e-014,1.27222e-014,-3.97569e-016
-1.98785e-016,20,-3.97569e-016,-3.97569e-016,1.37935e-033,3.97569e-016
-3.97569e-016,20,9.93923e-016,1.39149e-015,3.18055e-015,0
-5.96354e-016,20,1.39149e-015,7.15625e-015,1.27222e-014,-3.97569e-016
-0,20,3.97569e-016,4.77083e-015,3.18055e-015,-3.97569e-016
3.97569e-016,20,-3.97569e-016,-1.59028e-015,-3.18055e-015,-1.98785e-016
3.97569e-016,20,-5.96354e-016,-5.76476e-015,3.18055e-015,1.98785e-016
-0,20,-1.98785e-016,-7.15625e-015,3.18055e-015,5.96354e-016
-1.98785e-016,20,-3.97569e-016,-8.54774e-015,3.18055e-015,1.98785e-016
1.98785e-016,20,7.95139e-016,-5.96354e-016,-9.54166e-015,0
-3.97569e-016,20,7.95139e-016,8.94531e-015,-6.36111e-015,-1.98785e-016
-0,20,-1.19271e-015,-8.15017e-015,-3.18055e-015,7.95139e-016
-1.98785e-016,20,9.93923e-016,1.19271e-014,3.18055e-015,-7.95139e-016
1.98785e-016,20,-9.93923e-016,-1.07344e-014,6.36111e-015,3.97569e-016
-0,20,-1.59028e-015,-1.43125e-014,1.27222e-014,0
2.98177e-016,20,9.93923e-016,1.98785e-015,3.18055e-015,0
-9.93923e-017,20,-2.48481e-015,-6.16232e-015,1.27222e-014,4.96962e-016
2.98177e-016,20,-1.98785e-016,1.19271e-015,6.36111e-015,-5.96354e-016
-5.96354e-016,20,-1.19271e-015,-4.96962e-015,-3.18055e-015,5.96354e-016
1.98785e-016,20,3.97569e-016,-7.95139e-016,-1.27222e-014,-7.95139e-016
-0,20,-1.59028e-015,5.96354e-016,-3.18055e-015,1.19271e-015
-5.96354e-016,20,1.59028e-015,4.37326e-015,3.18055e-015,1.19271e-015
7.95139e-016,20,0,2.78299e-015,3.18055e-015,-3.97569e-016
1.98785e-016,20,0,-7.95139e-016,2.06902e-033,-5.96354e-016
-0,20,1.19271e-015,5.56597e-015,3.18055e-015,3.97569e-016
-0,20,-3.97569e-016,5.56597e-015,-3.18055e-015,-1.59028e-015
-0,20,-7.95139e-016,7.95139e-016,3.18055e-015,-3.97569e-016
3.97569e-016,20,-1.98785e-015,-6.36111e-015,-5.51738e-033,7.95139e-016
-3.97569e-016,20,5.1684e-015,1.15295e-014,1.10348e-032,1.59028e-015
-3.97569e-016,20,2.38542e-015,1.98785e-015,-6.36111e-015,-7.95139e-016
-3.97569e-016,20,-1.59028e-015,-6.75868e-015,6.36111e-015,7.95139e-016
7.95139e-016,20,7.95139e-016,-1.59028e-015,3.18055e-015,0
-1.19271e-015,20,0,1.19271e-015,3.18055e-015,0
-0,20,-3.18055e-015,-5.96354e-015,6.36111e-015,0
7.95139e-016,20,7.95139e-016,-4.37326e-015,-3.18055e-015,1.19271e-015
7.95139e-016,20,3.18055e-015,8.34896e-015,6.36111e-015,-7.95139e-016
-0,20,7.95139e-016,7.95139e-016,-3.18055e-015,-1.19271e-015
7.95139e-016,20,2.38542e-015,4.37326e-015,-0,0
3.97569e-016,20,-3.97569e-016,1.98785e-015,9.54166e-015,0
-0,20,1.59028e-015,-2.38542e-015,3.18055e-015,0
-3.97569e-016,20,0,-7.95139e-016,-8.27607e-033,-1.19271e-015
-0,20,0,-0,-3.18055e-015,0
-1.19271e-015,20,1.59028e-015,-1.98785e-015,6.36111e-015,-7.95139e-016
3.97569e-016,20,7.95139e-016,-5.1684e-015,3.18055e-015,3.97569e-016
-0,20,3.97569e-016,1.59028e-015,3.18055e-015,0
-7.95139e-016,20,1.19271e-015,-4.57205e-015,-3.18055e-015,-3.97569e-016
-0,20,-3.97569e-016,-2.5842e-015,-3.18055e-015,0
-0,20,-1.19271e-015,-1.59028e-015,9.54166e-015,-3.97569e-016
1.98785e-016,20,9.93923e-016,-3.97569e-016,-3.18055e-015,0
2.48481e-016,20,5.96354e-016,-5.96354e-016,3.18055e-015,-1.98785e-016
1.98785e-016,20,1.04362e-015,-1.98785e-015,-8.62091e-034,2.48481e-016
2.98177e-016,20,9.93923e-016,2.48481e-016,6.36111e-015,-3.97569e-016
1.98785e-016,20,-7.95139e-016,-6.70898e-016,1.59028e-014,1.98785e-016
